map_0703#120	はい
map_0703#121	いいえ
map_0704#0	タカ: 本当は　来てほしくなかったんです。
map_0704#1	タカ: \PN　僕は……
map_0704#2	タカ: すみません。
map_0704#3	僕は――　ここで　あなたを　止めなきゃ　いけません。
map_0704#4	そうしないと……
map_0704#5	僕が　ここに　いる意味なんて　ないって　言われちゃいますよね?
map_0704#6	エースは　水処理センター以来　行方不明です。
map_0704#7	他のみんなも　きっと　もう――
map_0704#8	それとも　彼女は　もう……
map_0704#9	……どこかから　僕らを　見てるのかも。
map_0704#10	タカ: 僕には――　もう　選択肢が　ないんです。
map_0704#11	そもそも　あったこと　なんて　なかったのかも。
map_0704#13	タカ: ……彼らに　逆らうんじゃなくて。
map_0704#14	だから　これで　終わりです。
map_0704#15	タカ: たぶん　これが　最後に　僕の相手を　することに　なると思います。
map_0704#16	タカ: すみません。
map_0704#17	タカ: ……でも　あなたには　できます。
map_0704#18	あなたは　ずっと　僕らに　立ち向かってきました。
map_0704#19	そして　いつも　勝ってきました。
map_0704#20	これからも　そう　し続けるんですよね?
map_0704#21	タカ: ええ。あなたは　いつも　そうですね。
map_0704#22	他のことを　考えたことなんて　あったんですか?
map_0704#23	僕には　なかったと　思います。
map_0704#24	何も　変わらないと　思ってたのに　あなたは　ここに　いる。
map_0704#25	あなたが　船を　揺らして　僕は　そこから　落っこちちゃったんです。
map_0704#26	ザブン。
map_0704#27	タカ: それって　謙遜ですか?　それとも　ただの　冗談?
map_0704#28	だんだん　僕みたいな　言い方に　なってきてますよ。
map_0704#29	僕らって　案外　そんなに　違わないのかも。
map_0704#30	もしかしたら……
map_0704#31	もしかしたら　僕も　あなたみたいに　なれるかも。
map_0704#32	でも　それで　僕は　どうなるんでしょう?
map_0704#33	また　失敗して　戻ったら　次の　チャンスは　ないでしょうね。
map_0704#34	それに　あなたは……
map_0704#35	……これからも　戦い続けるんでしょうね。
map_0704#36	タカ: 一緒に　行っても　いいですか?
map_0704#37	タカ: 本当に?
map_0704#38	タカ: わかりました　計画は　こうです:
map_0704#39	僕には　まったく　見当も　つきません。
map_0704#40	だから　とりあえず　あなたに　ついていきます　いいですか?
map_0704#41	邪魔に　ならないように　気をつけます。
map_0704#42	それと　その　ここに　送られる前に　基地から　回復アイテムを　いくつか　くすねてきたんです……
map_0704#43	だから　必要なときは　いつでも　ポケモンを　回復させますね　いいですか?
map_0704#44	どこか　安全な隠れ場所が　見つかったら　しばらく　そこで　息を　潜めてようと思います。
map_0704#45	あの女の人の　目に　留まらなくなるくらいの間は。
map_0704#46	その後は……　一緒に　メテオ団を　倒しましょう。
map_0704#47	\PNに　ついていきます。
map_0704#48	タカ: ですよね　僕は　ただの　邪魔に　なりますよね。
map_0704#49	わかってます。
map_0704#50	じゃあ　これで　お別れですね。
map_0704#51	またね\PN。
map_0704#52	タカ: ようこそ　我が家へ。
map_0704#53	どうにか　灼熱の砂だまりに　溶けずに　済みました　正直　これまでで　一番の　勝利かも　しれません。
map_0704#54	さて　どこへでも　行きましょうか。
map_0704#55	コリン・ルージュ: あはは……
map_0704#56	こんな場所まで　私に　追いついてきたのか。
map_0704#57	我が麗しの淑女よ　この疲れた心が　振り絞れる限りの　誠意を　込めて　君に　謝らなければ　ならない。
map_0704#58	私は　君のような　美しい女性の願いに　これほど　鈍いと　知られては　いないのだが
map_0704#59	それでも　今なお　これほど　遠くまで　私を　追いかけてくるとは……
map_0704#60	ダーリン　頼んでくれさえすれば　私自身が　君を　さらっていったのに。
map_0704#61	ああ　だが　それが　この駆け引きと　いうものだろう?
map_0704#62	ダンスは　一方向にだけ　動くものではない　心もまた　そうであるべきだ。
map_0704#63	私もまた　この黄金の乾いた景色に　息を　奪われているわけではなく
map_0704#64	君の情熱の熱に　息を　奪われているのだ　この灼けつくような光景など　星に対する蝋燭の炎に　過ぎない。
map_0704#65	よろしい　我が甘き超新星よ――
map_0704#66	もう　君を　拒みはしない。
map_0704#67	この私の　すべてを　君に　あげよう　私の宝についても　同じことが　言えるが……
map_0704#68	ああ　だが　それは　不可能なんだ
map_0704#69	私の一番の宝物は――　君　自身　なのだから。
map_0704#70	とはいえ!
map_0704#71	こんな場所では　私たちの最も劇的な出会いには　ふさわしくない!
map_0704#72	君の粘り強さには　得点を　あげよう
map_0704#73	だが　残念ながら　私から　得られるのは　それだけだ。
map_0704#74	私が　盗んだものを　返すことは　できない――
map_0704#75	あまりにも　重要すぎるのでね。
map_0704#76	その理由が　知りたいなら
map_0704#77	列車よりも　なお　壊れているものと言えば　私たちの人生くらいしか　ない場所で　会おう。
map_0704#78	今度は　トリックなしだ。
map_0704#79	逃げも　しない。
map_0704#80	君に　見せたいものが　あるんだ。
map_0704#81	私に　できる唯一の方法で　君を　待つとしよう:
map_0704#82	息を　潜めて――　心は　辛抱強く。
map_0704#83	それでは　また。
map_0704#84	タカ: えっと。
map_0704#85	何です?
map_0704#86	タカ: 新しいテレビドラマを　見始めたと思ったら　うっかり　最終回から　見ちゃった気分です。
map_0704#87	つまり　その　あの人のこと　知ってるんですか?
map_0704#88	看板には　到着時刻の一覧が　印刷されている。
map_0704#89	街へ　戻る乗り物を　待ちますか?
map_0704#90	タカ: あの　今　街に　向かうのは　あんまり　いい考えじゃ　ないと思います。
map_0704#91	他のメテオ団の連中に　狙われてるなら　むしろ　ここで　運を　試したほうが　ましです。
map_0704#92	本当に　行くんですか?
map_0704#93	タカ: わかりました。やるべきことを　やってきてください。
map_0704#94	僕は　ここで　精一杯　砂丘の物真似でも　してますね。
map_0704#95	タカ: これって　誰かが　うっかり　全部　ここに　落としてったとか　そんな感じですか?
map_0704#96	タカ: え?　あそこの砂の下にも　一つ　埋まってたんですか?
map_0704#97	タカ: これって　ベリルワードの上から　誰かが　落としたんでしょうか?
map_0704#98	着けてみたい　ところですけど　もう　自分のスカーフが　あるので。
map_0704#99	ちなみに　自分のために　言っときますけど　砂漠では　絶対　スカーフを　着けない方が　いいですよ。
map_0704#100	タカ: つまり　見つけた　がらくたは　何でも　拾っちゃうんですか?
map_0704#101	まあ　僕も　その一つとして　ここに　いるんでしょうけど　ははは。
map_0704#102	タカ: そもそも　なんで　ポケモンって　こういうディスクから　わざを　覚えられるんでしょうね?
map_0704#103	それより　大事なのは　僕にも　できるのかってことですけど。
map_0704#104	あ、でも　このわざは　やめときます。エネルギー　使いすぎです。
map_0704#105	タカ: このポケモンたちが　かわいそうです。
map_0704#106	きっと　そのうち　砂が　ちゃんと　埋めてくれるんでしょうね。
map_0704#107	たぶん　僕にも　それくらいしか　望めないんでしょう。
map_0704#108	タカ: これって　岩の一部だったんですか?　それとも　たまたま　ここに　あっただけですか?
map_0704#109	タカ: え、ちょっと待って　何ですか?
map_0704#110	えっと　あれって　ただの　蜃気楼だったんですか?
map_0704#111	そうだとしたら　あんなに　近づいて　触れるはず　ないですよね?
map_0704#112	僕……　混乱してます。
map_0704#113	タカ: これには　慣れられそうに　ないです。
map_0704#114	タカ: 正直　それって　僕の人生そのものの比喩ですね。
map_0704#115	ちょっと　ストレス発散する時間が　必要でね。遊んでいくかい?
map_0704#116	アルティミス: よくやったね。
map_0704#117	うちのアブソルの　ジンクスは　どこへでも　連れて行くんだ。災難を　避けるのに　役立ってくれるからね。
map_0704#118	柱に　書かれた文字は　薄れすぎて　読めない。
map_0704#119	タカ: わかります。
map_0704#120	ああ……　トレーナーさん　ミネラルウォーターの　余分　持ってたり　しない?
map_0704#121	もし　あるなら　もらえないかな?!
map_0704#122	\PNは　ミネラルウォーターを　渡した。
map_0704#123	……ゴクゴクゴク
map_0704#124	ああ　染み渡るぜ!
map_0704#125	ありがとう　トレーナーさん!
map_0704#126	何も　準備なしで　ここに　来たわけじゃ　ないんだけどね!
map_0704#127	頼りにしてる　ニョロトノを　連れてきて　あめふらしの特性が　あれば　必要な水は　いくらでも　作れると　思ってたんだ!
map_0704#128	でも　なんと　その雨　たった5ターンで　止んじまってな……
map_0704#129	昔は　そうじゃ　なかったんだけどな?
map_0704#130	年寄りくさく　聞こえるかもしれないが　おれたちの世代じゃ　人類史上　最も壮大な天候戦争ってのが　あったんだぞ!
map_0704#131	あの頃は　天候特性は　ずっと　持続してたんだ。セットしたら　あとは　ほったらかしで　良かった。
