map_0245#136	彼の助力で、我々はすでに四つの鍵のうち二つ――ルビーとアメジストを手に入れている。
map_0245#137	シグムンド: 失礼を承知でお伺いしますが、私たちは、以前どこかでお会いしたことが?
map_0245#138	リン: あり得ない。
map_0245#139	シグムンド: そ、そうですね。
map_0245#140	シリウス: 残る鍵については、ソラリスがサファイアの手がかりを掴んでいる、そしてエメラルドは――
map_0245#142	リン: 続けて。
map_0245#143	シリウス: エメラルドのブローチについては……特に、これといった知らせはない。
map_0245#144	リン: 嘘をつくのが板についてきたわね、シリウス。
map_0245#145	シリウス: 何だと?
map_0245#146	ソラリスからいくら称賛を受けていようと、私を見下せると思うなよ。
map_0245#147	序列では私が上だ、そちらには相応の敬――
map_0245#148	リン: 己の分をわきまえなさい、
map_0245#149	シリウス、
map_0245#150	それとも、もうとっくに思い知らされているのかしら?
map_0245#151	学ぶまでに、あと何を失うつもり?
map_0245#152	シリウス: ……お前。
map_0245#153	あの偽物のエメラルドのブローチを仕込んだのは、お前だな!
map_0245#154	リン: 大胆な言いがかりね。
map_0245#155	証拠でもあるの?
map_0245#156	シリウス: 爆発するよう仕掛けた本人が、その答えを知らないわけがないだろう!
map_0245#157	あそこで、どれだけのものが失われたか、わかっているのか?!
map_0245#158	リン: 自分の失敗に対する苛立ちを吐き出すのに、もっとプロらしいやり方はないの?
map_0245#159	同じ司令官仲間に矛先を向けるなんて……
map_0245#160	あなたの忠誠心が疑われることになりそうね。
map_0245#161	シリウス: 私の忠誠心だと?!
map_0245#162	リン: それに、あなたの能力もね。
map_0245#163	あなたほど聡明な指導者なら、いつ戦うべきか、
map_0245#164	いつ黙っているべきか、
map_0245#165	そして、いつ膝をつくべきか、常識としてわかっているはずでしょう。
map_0245#166	メテオ団員: 司令官!
map_0245#167	巨大なハガネールが、基地の側面を突き破りました!
map_0245#168	基地を引き裂いています!
map_0245#169	拘束房を、まっすぐに食い破っていきました!
map_0245#170	シリウス: 何だと?
map_0245#171	リン: これについて、何か知らないわよね、\PN?
map_0245#172	リン: 大きさは、強さとイコールではない。
map_0245#173	あたしが対処する。
map_0245#174	シリウス: \PN。
map_0245#175	立ち去れ。
map_0245#176	今すぐにだ。
map_0245#177	これが、最初で最後の機会だ。
map_0245#178	シリウス: 行け。
map_0245#179	二度は言わせないぞ。
map_0245#180	ゼル: 頑張ってね、\PN……
map_0245#181	ゼル: ルミ、\PNは敵だぞ、幸運を祈るなよ!
map_0245#182	ゼル: あ、そっか……そうだった。
map_0250#0	「船長日誌」
map_0250#1	これを読みますか?
map_0250#2	輸送記録:在庫:モンスターボール4,600個、キズぐすり1,200個、いいキズぐすり1,200個、すごいキズぐすり1,200個、まんたんのくすり1,200個、なんでもなおし2,400個、かいふくのくすり800個
map_0250#3	オーレ地方経由、リボーンシティ行き。シルフカンパニーからの発注。
map_0250#4	輸送:空の貨物
map_0250#5	リボーンシティ経由、オーレ地方行き
map_0250#6	輸送記録:在庫:モンスターボール4,600個、スーパーボール4,600個、ハイパーボール4,600個、ルアーボール800個、ヘビーボール800個、タイマーボール800個、ダークボール800個
map_0250#7	続けて読みますか?
map_0250#8	輸送記録:在庫:オレンのみ6,000個、モモンのみ4,000個、カゴのみ4,000個、ザロクのみ4,000個、ラムのみ5,000個、ジャポのみ100個
map_0250#9	事故記録:本日午後3時15分、トルマリン砂漠にて、エンジントラブル対応のため定期停車を実施。
map_0250#10	現地の野生生物との小競り合いの末、乗組員が偶然ポケモンのタマゴを一つ引き取り、現在貨物内に保管している。
map_0250#11	タマゴの入手について、問題は生じないと見込まれる。
map_0250#12	要請があれば、会社または担当者に引き渡す予定。
map_0250#13	それと、オーレの故郷にいる娘のために、ちょっとしたおまけを拾っておいた。
map_0250#14	事故記録:今週火曜日、午後11時53分に緊急停車を実施。
map_0250#15	正体不明の線路上の障害物により、車両が停止した。
map_0250#16	倒木、または類似の障害物と思われる。
map_0250#17	現在は暗すぎて調査できないため、朝になってから確認する予定。
map_0250#18	予想遅延時間:約8時間。
map_0250#19	金曜日 午前9時12分:先述の障害物を確認したが、困惑している。
map_0250#20	具体的には、線路の真ん中に木が一本、まるごと生えているのだ。
map_0250#21	一人でこれを取り除く方法は、どうしても見当たらない。
map_0250#22	そのため、支援を要請するため、リボーンシティへ戻ることにする。
map_0250#23	事故記録:金曜日 午後1時37分
map_0250#24	手の込んだいたずらだとしか思えないのだが、リボーンシティへ戻ることができなかった。
map_0250#25	昨日通ったばかりの線路を逆走してみると、線路の大部分がすっかり失われていた。
map_0250#26	木製の枕木は木々の間に無造作に散らばり、金属部分は歪み、場所によっては完全に消え失せている。
map_0250#27	このため、貨物を動かすことは一切できず、徒歩でリボーンシティへ戻ることにする。
map_0250#28	街に到着するまで一日もかからないはずで、資材さえ揃えば、線路の修理も最短二週間ほどで済むだろう。
map_0250#29	予想遅延時間:約18日。
map_0250#30	日曜日 午後8時25分:
map_0250#31	精神の健全さを疑わずにはいられない出来事が続く中、リボーンシティへの線路をたどることができずにいる。
map_0250#32	先に述べた散乱した木材と歪んだ金属というのは、控えめな表現に過ぎなかった。
map_0250#33	線路の区間がまるごと、忽然と消え失せているのだ。
map_0250#34	ますます密度を増す不可解な森と、線路の謎めいた崩壊とに阻まれ、リボーンへ戻ることができずにいる。
map_0250#35	この異常事態を受けて、線路を徒歩でたどることにする――(比較的)進める唯一の道として、オーレ地方の方向へ。
map_0250#36	歩くにはかなりの距離だが、他に選択肢は見当たらない。
map_0250#37	予想遅延時間:約7日。
map_0250#38	月曜日 午後5時39分:
map_0250#39	前方の線路を「進める」と判断したのは、早計だったようだ。
map_0250#40	何度もこの道を通ってきたはずなのに、前方の線路も、来た道と同じように歪んでいるのに気づいた。
map_0250#41	この森はまるで人を嘲るかのようで、木々が入り組みすぎていて、永遠に同じところをぐるぐる回っているような気分になる。
map_0250#42	探索の途中で迷ったあと、この列車に偶然たどり着けたのは、幸運だったのだろう。
map_0250#43	方角の手がかりを、引き続き探すことにする。
map_0250#44	木曜日 午後7時18分:この森に取り残されてから、ちょうど一週間が経とうとしている。
map_0250#45	列車内の物資が、急速に減ってきている。
map_0250#46	配給をさらに切り詰めるようになり、森の中でこのみの供給源が見つかることを切実に願っている。
map_0250#47	娘へのサプライズとして手に入れたポケモンは、どうやら代わりに謝罪の贈り物になってしまいそうだ。
map_0250#48	予想遅延時間:不明。
map_0250#49	土曜日 午前1時20分:
map_0250#50	この悪夢のような場所には論理などないが、幸運にも、道を見つけたかもしれない。
map_0250#51	森の奥深くを探索している最中、見覚えのない開口部を見つけた。
map_0250#52	ねじれた小道をたどっていくと、洞窟に行き着いた。
map_0250#53	まさに、線路が通っていたはずの洞窟だ!
