22b_field_notes#395	ミラーコート <icon=fieldPlus> 能力 <c=green>上昇</c> . . .
22b_field_notes#396	オウムがえし <icon=fieldPlus> 能力 <c=green>上昇</c> . . .
22b_field_notes#397	ミラーショット <icon=fieldUp> <c=green>x2</c> さらに . . .
22b_field_notes#398	接触物理わざを 外すと <c=orange>反動</c> . . .
22b_field_notes#399	物理わざを 外すと <c=orange>反動</c> . . .
22b_field_notes#400	つきのひかり 回復 <icon=fieldChange> <c=green>HPの75 %</c>
22b_field_notes#401	でんきエンジン 上昇 <icon=fieldUp,tts="increased to"> <c=green>x2</c>
22b_field_notes#402	マルチスケイル <icon=fieldPlus,tts="gains"> <c=green>保護</c> . . .
22b_field_notes#403	しぜんのちから <icon=fieldChange> アシッドボム
22b_field_notes#404	しぜんのちから <icon=fieldChange> アクロバット
22b_field_notes#405	しぜんのちから <icon=fieldChange> げんしのちから
22b_field_notes#406	しぜんのちから <icon=fieldChange> オーロラビーム
22b_field_notes#407	しぜんのちから <icon=fieldChange> ゆきなだれ
22b_field_notes#408	しぜんのちから <icon=fieldChange> あくのはどう
22b_field_notes#409	しぜんのちから <icon=fieldChange> ほうでん
22b_field_notes#410	しぜんのちから <icon=fieldChange> りゅうのはどう
22b_field_notes#411	しぜんのちから <icon=fieldChange> エナジーボール
22b_field_notes#412	しぜんのちから <icon=fieldChange> かえんほうしゃ
22b_field_notes#413	しぜんのちから <icon=fieldChange> ギアソーサー
22b_field_notes#414	しぜんのちから <icon=fieldChange> せいちょう
22b_field_notes#415	しぜんのちから <icon=fieldChange> ダストシュート
22b_field_notes#416	しぜんのちから <icon=fieldChange> ねっぷう
22b_field_notes#417	しぜんのちから <icon=fieldChange> れいとうビーム
22b_field_notes#418	しぜんのちから <icon=fieldChange> さばきのつぶて
22b_field_notes#419	しぜんのちから <icon=fieldChange> ヨガのポーズ
22b_field_notes#420	しぜんのちから <icon=fieldChange> ゆびをふる
22b_field_notes#421	しぜんのちから <icon=fieldChange> ミラーショット
22b_field_notes#422	しぜんのちから <icon=fieldChange> ミストボール
22b_field_notes#423	しぜんのちから <icon=fieldChange> ムーンフォース
22b_field_notes#424	しぜんのちから <icon=fieldChange> だくりゅう
22b_field_notes#425	しぜんのちから <icon=fieldChange> はなふぶき
22b_field_notes#426	しぜんのちから <icon=fieldChange> パワージェム
22b_field_notes#427	しぜんのちから <icon=fieldChange> サイコキネシス
22b_field_notes#428	しぜんのちから <icon=fieldChange> いわなだれ
22b_field_notes#429	しぜんのちから <icon=fieldChange> いわくだき
22b_field_notes#430	しぜんのちから <icon=fieldChange> がんせきふうじ
22b_field_notes#431	しぜんのちから <icon=fieldChange> すなじごく
22b_field_notes#432	しぜんのちから <icon=fieldChange> しんぴのつるぎ
22b_field_notes#433	しぜんのちから <icon=fieldChange> ヘドロウェーブ
22b_field_notes#434	しぜんのちから <icon=fieldChange> あくうせつだん
22b_field_notes#435	しぜんのちから <icon=fieldChange> 10まんボルト
22b_field_notes#436	しぜんのちから <icon=fieldChange> トライアタック . . .
22b_field_notes#437	しぜんのちから <icon=fieldChange> トリックルーム
22b_field_notes#438	しぜんのちから <icon=fieldChange> ベノムショック
22b_field_notes#439	しぜんのちから <icon=fieldChange> みずのはどう
22b_field_notes#440	しぜんのちから <icon=fieldChange> うずしお
22b_field_notes#441	しぜんのちから <icon=fieldChange> ウッドハンマー
22b_field_notes#442	しぜんのいかり ダメージ <icon=fieldChange> <c=green>HPの1/2</c>
22b_field_notes#443	しぜんのいかり ダメージ <icon=fieldChange> <c=green>HPの66 %</c>
22b_field_notes#444	しぜんのいかり ダメージ <icon=fieldChange> <c=green>HPの75 %</c>
22b_field_notes#445	あくむと ナイトメアが <c=red>失敗</c>
22b_field_notes#446	<c=orange>設置ダメージ</c> なし . . .
22b_field_notes#447	しんりょくの 効果 <icon=fieldUp,tts="boosted"> . . .
22b_field_notes#448	ネコにこばん <icon=fieldUp> <c=green>x2</c> 賞金も <icon=fieldUp,tts="boosted">
22b_field_notes#449	物理ダメージ <icon=fieldDown> <c=red>x0.5</c> ただし . . .
22b_field_notes#450	フェアリースキン 威力上昇 <icon=fieldChange> <c=green>x1.5</c>
22b_field_notes#451	ポケモン <c=red>無効</c>: <c=orange>すばやさ低下</c> . . .
22b_field_notes#452	ポケモン <icon=fieldChange,tts="are"> <icon=fieldNoFreeze>
22b_field_notes#453	ポケモン <icon=fieldPlus,tts="restore"> <c=green>HPの1/16</c> . . .
22b_field_notes#454	ポケモンは <c=orange>駒</c> に なる . . .
22b_field_notes#455	ポケモンは <c=orange>回避</c> できる . . .
22b_field_notes#456	毎ターン ポケモンの すばやさ <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#457	先制わざは <c=red>失敗</c> . . .
22b_field_notes#458	プリズムアーマー <icon=fieldPlus> <c=green>全ダメージ</c> x0.75
22b_field_notes#459	じこあんじ <icon=fieldPlus> 状態異常を <c=green>治す</c>
22b_field_notes#460	サイコキネシス <icon=fieldUp> <c=green>x1.2</c>
22b_field_notes#461	ヨガパワーの 上昇 <icon=fieldChange> とくこう
22b_field_notes#462	じょおうのいげん ダメージ <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#463	ARシステム <icon=fieldChange> <icon=typeDARK>
22b_field_notes#464	ARシステム <icon=fieldChange> <icon=typeQMARKS>
22b_field_notes#465	いかりは つかいてを <c=red>しばる</c>
22b_field_notes#466	反動わざでも <c=green>動ける</c> . . .
22b_field_notes#467	フリーズスキン 威力上昇 <icon=fieldChange> <c=green>x1.5</c>
22b_field_notes#468	ロックカット <icon=fieldPlus> こうげき/とくこう <c=green>上昇</c>
22b_field_notes#469	ロックカットの 効果 <icon=fieldUp,tts="boosted">
22b_field_notes#470	いわくだき <icon=fieldUp> <c=green>x2</c>
22b_field_notes#471	がんせきふうじ <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#472	たがやす <icon=fieldPlus> 能力 <c=green>上昇</c> . . .
22b_field_notes#473	たがやすの 効果 <icon=fieldUp,tts="boosted">
22b_field_notes#474	すなかけの 効果 <icon=fieldUp,tts="boosted">
22b_field_notes#475	すなじごく <icon=fieldPlus> めいちゅう <c=green>低下</c>
22b_field_notes#476	すなじごく ダメージ <icon=fieldChange> <c=green>HPの1/6</c>
22b_field_notes#477	すなあらしは <c=green>8</c> ターン 続く
22b_field_notes#478	そうしょくは じょじょに <c=green>HP回復</c>
22b_field_notes#479	かべわざ <icon=fieldPlus> <icon=fieldUp,tts="boost"> 回避率
22b_field_notes#480	かべわざは <c=green>8</c> ターン 続く
22b_field_notes#481	追加効果の 確率 <icon=fieldUp> <c=green>x2</c>
22b_field_notes#482	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldAllStat>
22b_field_notes#483	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldAllStat> <icon=fieldSleep>
22b_field_notes#484	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldBurn>
22b_field_notes#485	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldFreeze>
22b_field_notes#486	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldParalyze>
22b_field_notes#487	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldParalyze> . . .
22b_field_notes#488	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldPoisonStatus>
22b_field_notes#489	ひみつのちからの 効果 <icon=fieldChange> <icon=fieldSleep>
22b_field_notes#490	ひみつのちからの 効果 <icon=fieldChange> めいちゅう <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#491	ひみつのちからの 効果 <icon=fieldChange> 全能力 <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#492	ひみつのちからの 効果 <icon=fieldChange> こうげき <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#493	ひみつのちからの 効果 <icon=fieldChange> こんらん
22b_field_notes#494	ひみつのちからの 効果 <icon=fieldChange> ぼうぎょ <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#495	ひみつのちからの 効果 <icon=fieldChange> 回避率 <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#496	ひみつのちからの 効果 <icon=fieldChange> ひるみ
22b_field_notes#497	ひみつのちからの 効果 <icon=fieldChange> とくこう <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#498	ひみつのちからの 効果 <icon=fieldChange> とくぼう <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#499	ひみつのちからの 効果 <icon=fieldChange> すばやさ <icon=fieldDown,tts="lowered by one stage">
22b_field_notes#500	ひみつのちからの 効果 <icon=fieldChange> 能力 <icon=fieldDown,tts="lowered by one stage"> . . .
22b_field_notes#501	ひみつのちから <icon=fieldChange> ランダム状態異常 . . .
22b_field_notes#502	じばくわざは 相手の ぼうぎょを <c=green>半分</c>
22b_field_notes#503	ファントムガード <icon=fieldPlus> ダメージ <c=green>軽減</c> . . .
22b_field_notes#504	マキシマムサイブレイカー <icon=fieldPlus> こんらん
22b_field_notes#505	だっぴ <icon=fieldPlus,tts="gains"> <c=green>HP回復</c> さらに . . .
22b_field_notes#506	かいがらのすず 回復 <icon=fieldChange> ダメージの <c=green>25 %</c>
22b_field_notes#507	すなあつめは みずがためを <c=green>発動</c>
22b_field_notes#508	すなあつめ <icon=fieldChange> <icon=typeWATER>
22b_field_notes#509	すなあつめ 回復 <icon=fieldChange> <c=green>HPの100 %</c>
22b_field_notes#510	すなあつめ 回復 <icon=fieldChange> <c=green>HPの66 %</c>
22b_field_notes#511	うたうの めいちゅう <icon=fieldChange> <c=green>100</c>
22b_field_notes#512	ねむりごなの めいちゅう <icon=fieldChange> <c=green>100</c>
22b_field_notes#513	スロースタート カウント <icon=fieldChange,tts="increments"> 毎ターン <c=green>x2</c>
22b_field_notes#514	ヘドロウェーブ <icon=fieldPlus,tts="gains the"> <icon=typeWATER>
