22f_bt_speeches#840	うふふ、ここのルール制限があっても、わたしには勝てないの? 夢でも見てなさい。次はもっと手加減してあげる。
22f_bt_speeches#841	最悪。気分が最悪だわ。
22f_bt_speeches#842	いい勝負をありがとう……
22f_bt_speeches#843	ありがとう、トレーナーさん!
22f_bt_speeches#844	感謝する。君にも分かってもらえたようだな。
22f_bt_speeches#845	ありがとう! これで昇進まちがいなしだ!
22f_bt_speeches#846	ありがとう。あと数分だけ休ませて……
22f_bt_speeches#847	今のバトル、ごちそうさま!
22f_bt_speeches#848	今のバトル、しびれたぜ!
22f_bt_speeches#849	大したことなかったわね。
22f_bt_speeches#850	だから使ったんだ!
22f_bt_speeches#851	このにおい……お前だな! まちがいない!
22f_bt_speeches#852	見事な戦いっぷりだった!
22f_bt_speeches#853	ちょっとした暇つぶしになったわ、ありがとう! いつかは本当のわたしに気づけるようになるかもね……
22f_bt_speeches#854	最高だった! きみ、本当にすごいな!
22f_bt_speeches#855	楽しませてもらったよ!
22f_bt_speeches#856	楽しかった!
22f_bt_speeches#857	すばらしかった! よし、それじゃ依頼の件で連絡先を教えてくれ……
22f_bt_speeches#858	調子が狂ったな……
22f_bt_speeches#859	すてきだったわ! ああ、リヴィにも教えなくちゃ!
22f_bt_speeches#860	今までで一番のバトルだった! ありがとう、名も知らぬ人!
22f_bt_speeches#861	ずいぶん失礼な人ね!
22f_bt_speeches#862	ひどいじゃない!
22f_bt_speeches#863	全然楽しくなかった!
22f_bt_speeches#864	今のは静かとは言えないな、坊や!
22f_bt_speeches#865	ぜんぜん静かじゃなかった! 聞き逃してないといいけど。
22f_bt_speeches#866	いいの、大丈夫、また別の日に挑戦するから……
22f_bt_speeches#867	これでまた一勝!
22f_bt_speeches#868	ここのトレーナーは強いなあ! きみ、バッジを虹みたいにそろえてるんだろ?
22f_bt_speeches#869	でもボーナスは最高なんだよな!
22f_bt_speeches#870	むしポケモンが……! 手に負えない!
22f_bt_speeches#871	世界の色が変わっていく!
22f_bt_speeches#872	クッキーがしょっぱい、きみみたいにね! ははっ!
22f_bt_speeches#873	クッキーはまずいし……わたしのバトルの腕もまずい!
22f_bt_speeches#874	闇は心を落ち着かせてくれる。
22f_bt_speeches#875	きみとポケモンの信頼関係は、まだまだだな
22f_bt_speeches#876	今まで見つけた中で最高の場所は、テクナイト尾根だ!
22f_bt_speeches#877	この暑さが勝利へ導いてくれた!
22f_bt_speeches#878	日の光のせいで集中できない!
22f_bt_speeches#879	勝利の光がわたしを照らす……
22f_bt_speeches#880	実を言うと、ぼくはただの素人トレーナーなんだ。
22f_bt_speeches#881	太陽がまぶしいくらいに輝いてる!
22f_bt_speeches#882	ここのトレーナーには飽き飽きしていた。君はもっと面白いのか?
22f_bt_speeches#883	実はおれ、潜入捜査中なんだ。だれにも言うなよ!
22f_bt_speeches#884	まあ、ここからの眺めは悪くないけどね。
22f_bt_speeches#885	頂点への道は険しいけど、いつかきっとたどり着けるさ!
22f_bt_speeches#886	勝つための答えは、ずっとそばにあった! きみたちだよ、愛しいポケモン!
22f_bt_speeches#887	2つもあって、しかもこの近くに? ありがとう!
22f_bt_speeches#888	運なんてものは存在しない! わたしは実力だけで勝つ!
22f_bt_speeches#889	知らないことが、まだこんなにあるなんて……
22f_bt_speeches#890	次のバトルまで、ちょうど12分……
22f_bt_speeches#891	勝つためならどこまでやるか、分かったものじゃないな!
22f_bt_speeches#892	このバトル、どう転ぶか分からないぞ!
22f_bt_speeches#893	もう一人のマクスウェルがおれより強いなんて、ありえない。
22f_bt_speeches#894	いいバトルほど好きなものは、そうそうないね!
22f_bt_speeches#895	きみには何か感じるものがあるな……
22f_bt_speeches#896	毛は散らすし、金切り声は上げるし、大事なむしポケモンをこわがらせる!
22f_bt_speeches#897	きみの勝利は、何年も歌いつがれるだろう!
22f_bt_speeches#898	この子たちは、いとしくて強いの!
22f_bt_speeches#899	みんな、バトルにばっちりの調子だ!
22f_bt_speeches#900	わたしの名前入りのトロフィーだって、飾られるはずよ!
22f_bt_speeches#901	もう誰にも笑われないぞ!
22f_bt_speeches#902	もちろん私のには遠くおよばないが、君のポケモンも見事だったよ!
22f_bt_speeches#903	この雰囲気、たまらないわ!
22f_bt_speeches#904	このバトルも、すっごく楽しかった!
22f_bt_speeches#905	このバトルで……ようやく満たされるのだろうか?
22f_bt_speeches#906	この施設、品というものがないわね!
22f_bt_speeches#907	ここは危険な場所だ。すぐに立ち去れ。
22f_bt_speeches#908	これはお告げだ! 両方買っちゃおう!
22f_bt_speeches#909	なんてひどい悪夢なの!
22f_bt_speeches#910	この勝利は、そう簡単には忘れられないな!
22f_bt_speeches#911	今週これで17戦目だ。
22f_bt_speeches#912	いいね。いい音楽と、ちょっとしたバトル。
22f_bt_speeches#913	こんな道ではないはずだ……
22f_bt_speeches#914	ここは楽園だ!
22f_bt_speeches#915	こんなのずるい! 言いつけてやる……
22f_bt_speeches#916	人生で最高の日だ!
22f_bt_speeches#917	仕事の研修条件で、こんな変なのは聞いたことないよ。
22f_bt_speeches#918	これが本物の実力だ!
22f_bt_speeches#919	こういう天気は、本当に心を奮い立たせてくれる。
22f_bt_speeches#920	これはまったくもって腹立たしい!
22f_bt_speeches#921	この音楽……踊らずにはいられない!
22f_bt_speeches#922	オレみたいなガキでも勝てるなんて、ここは情けないな!
22f_bt_speeches#923	ここは、なんだか落ち着かない。
22f_bt_speeches#924	これは楽しくなりそう!
22f_bt_speeches#925	この目立たぬ吟遊詩人が、勝利を持ち帰る!
22f_bt_speeches#926	どうせ最初から悪い考えだったんだ。
22f_bt_speeches#927	これこそ夢に見たバトルだ!
22f_bt_speeches#928	こうなるしかなかったんだ!
22f_bt_speeches#929	今週の放送は、オブシディアデパートの提供でお送りします!
22f_bt_speeches#930	すぐに終わらせる……
22f_bt_speeches#931	これだ! この感じ、最高だ!
22f_bt_speeches#932	これは、乗りこえられなかった……
22f_bt_speeches#933	あの人のようになろうとして、わたしは強くなれたんだ!
22f_bt_speeches#934	昼寝の時間だ……
22f_bt_speeches#935	あまーいバトルの時間だ!
22f_bt_speeches#936	今日、ぼくがきみより強いって分かったよ!
22f_bt_speeches#937	速いって言っただろ!
22f_bt_speeches#938	だから言っただろ。
22f_bt_speeches#939	楽勝!
22f_bt_speeches#940	ラララ……まけちゃったあああ!
22f_bt_speeches#941	あまり無様な戦いにするなよ……
22f_bt_speeches#942	あんまり気にしすぎないでね?
22f_bt_speeches#943	トゥ……
22f_bt_speeches#944	うう、宿題が山ほど……
22f_bt_speeches#945	うう……これ、やらなきゃだめ?
22f_bt_speeches#946	えっと……バトルの準備を!
22f_bt_speeches#947	いいだろう。我々の真の目的は、単に金もうけだ。拍子ぬけだろうがな。
22f_bt_speeches#948	ヴィクトリアにここへ送りこまれるなんて、ひどい話だよ!
22f_bt_speeches#949	勝利が運ばれてきたぞ!
22f_bt_speeches#950	勝利はわたしのものだ!
22f_bt_speeches#951	勝利は与えられるものではない。奪い取るものだ。
22f_bt_speeches#952	勝利は、もっと最高!
22f_bt_speeches#953	勝利を記録。戦術を記録中。
22f_bt_speeches#954	な、なに? でも私の直感が……
22f_bt_speeches#955	な、なに? 速すぎる!
22f_bt_speeches#956	え、バトルするの?
22f_bt_speeches#957	このあと、ボールで遊ばない?
22f_bt_speeches#958	わたしのかわいさじゃ、気をそらせなかった?
22f_bt_speeches#959	今の気合、足りたかしら?
