13b_bt_trainer_names#0	アビー
13b_bt_trainer_names#1	アビー
13b_bt_trainer_names#2	アダム
13b_bt_trainer_names#3	エイドリアン
13b_bt_trainer_names#4	アドリアナ
13b_bt_trainer_names#5	エイデン
13b_bt_trainer_names#6	アラナ
13b_bt_trainer_names#7	アレクサス
13b_bt_trainer_names#8	アルフレド
13b_bt_trainer_names#9	アリヴィア
13b_bt_trainer_names#10	アリーゼ
13b_bt_trainer_names#11	アロンドラ
13b_bt_trainer_names#12	アルクス
13b_bt_trainer_names#13	アマンダ
13b_bt_trainer_names#14	アマラ
13b_bt_trainer_names#15	アメリア
13b_bt_trainer_names#16	アナ
13b_bt_trainer_names#17	アナベル
13b_bt_trainer_names#18	アンドレ
13b_bt_trainer_names#19	アンドリュー
13b_bt_trainer_names#20	アン
13b_bt_trainer_names#21	アンズリー
13b_bt_trainer_names#22	アントニオ
13b_bt_trainer_names#23	アーニャ
13b_bt_trainer_names#24	アルシン
13b_bt_trainer_names#25	アリ
13b_bt_trainer_names#26	オーロラ
13b_bt_trainer_names#27	エヴァ
13b_bt_trainer_names#28	エイブリー
13b_bt_trainer_names#29	エイデン
13b_bt_trainer_names#30	ビー
13b_bt_trainer_names#31	ベイリー
13b_bt_trainer_names#32	ベイリー
13b_bt_trainer_names#33	ベローナ
13b_bt_trainer_names#34	ブラボ
13b_bt_trainer_names#35	ブレイデン
13b_bt_trainer_names#36	ブラクシー
13b_bt_trainer_names#37	ブレイデン
13b_bt_trainer_names#38	ブレナン
13b_bt_trainer_names#39	ブレット
13b_bt_trainer_names#40	ブライス
13b_bt_trainer_names#41	ブライオン
13b_bt_trainer_names#42	ブライソン
13b_bt_trainer_names#43	ケイデン
13b_bt_trainer_names#44	ケイトリン
13b_bt_trainer_names#45	カーラ
13b_bt_trainer_names#46	カール
13b_bt_trainer_names#47	カルロ
13b_bt_trainer_names#48	カーリー
13b_bt_trainer_names#49	キャリー
13b_bt_trainer_names#50	キャット
13b_bt_trainer_names#51	チャールズ
13b_bt_trainer_names#52	チェルシー
13b_bt_trainer_names#53	クロエ
13b_bt_trainer_names#54	チクソ
13b_bt_trainer_names#55	シエラ
13b_bt_trainer_names#56	クレア
13b_bt_trainer_names#57	クレイトン
13b_bt_trainer_names#58	クリントン
13b_bt_trainer_names#59	クリンツ
13b_bt_trainer_names#60	コレット
13b_bt_trainer_names#61	コーデル
13b_bt_trainer_names#62	コーソン
13b_bt_trainer_names#63	サイリ
13b_bt_trainer_names#64	ダコタ
13b_bt_trainer_names#65	ダリア
13b_bt_trainer_names#66	ダミアン
13b_bt_trainer_names#67	ダネラ
13b_bt_trainer_names#68	ダリオ
13b_bt_trainer_names#69	ダリル
13b_bt_trainer_names#70	デイブ
13b_bt_trainer_names#71	デイビン
13b_bt_trainer_names#72	ドーン
13b_bt_trainer_names#73	デレイニー
13b_bt_trainer_names#74	デライラ
13b_bt_trainer_names#75	デネブ
13b_bt_trainer_names#76	デリック
13b_bt_trainer_names#77	デスティン
13b_bt_trainer_names#78	デヴ
13b_bt_trainer_names#79	ダーク
13b_bt_trainer_names#80	ドミニク
13b_bt_trainer_names#81	ドリーン
13b_bt_trainer_names#82	ドロシー
13b_bt_trainer_names#83	ドリーム
13b_bt_trainer_names#84	アール
13b_bt_trainer_names#85	エドゥアルド
13b_bt_trainer_names#86	エレイン
13b_bt_trainer_names#87	イライア
13b_bt_trainer_names#88	エリーゼ
13b_bt_trainer_names#89	イライザ
13b_bt_trainer_names#90	エマニュエル
13b_bt_trainer_names#91	エミリー
13b_bt_trainer_names#92	エミリア
13b_bt_trainer_names#93	エミリー
13b_bt_trainer_names#94	エマ
13b_bt_trainer_names#95	エリック
13b_bt_trainer_names#96	エスター
13b_bt_trainer_names#97	エヴィヴィー
13b_bt_trainer_names#98	フェリス
13b_bt_trainer_names#99	フィン
13b_bt_trainer_names#100	フィオナ
13b_bt_trainer_names#101	フィワム
13b_bt_trainer_names#102	フランク
13b_bt_trainer_names#103	フランカ
13b_bt_trainer_names#104	ファンク
13b_bt_trainer_names#105	ゲイブ
13b_bt_trainer_names#106	ガブリエル
13b_bt_trainer_names#107	ゲイジ
13b_bt_trainer_names#108	ギャレット
13b_bt_trainer_names#109	ギャレット
13b_bt_trainer_names#110	ギャビン
13b_bt_trainer_names#111	ゲオルク
13b_bt_trainer_names#112	ギデオン
13b_bt_trainer_names#113	グロリア
13b_bt_trainer_names#114	グラハム
13b_bt_trainer_names#115	グレーテル
13b_bt_trainer_names#116	グリフェン
13b_bt_trainer_names#117	グンナー
13b_bt_trainer_names#118	グスタボ
13b_bt_trainer_names#119	ハル
13b_bt_trainer_names#120	ハロルド
13b_bt_trainer_names#121	ホーキンス
13b_bt_trainer_names#122	ヘイリー
13b_bt_trainer_names#123	ヘイリー
13b_bt_trainer_names#124	ヘイズ
13b_bt_trainer_names#125	エンリケ
13b_bt_trainer_names#126	ホールデン
13b_bt_trainer_names#127	ホリー
13b_bt_trainer_names#128	ヒューゴ
13b_bt_trainer_names#129	ハンター
13b_bt_trainer_names#130	イェンスケ
13b_bt_trainer_names#131	イングリッド
13b_bt_trainer_names#132	アイザイア
13b_bt_trainer_names#133	アイザック
13b_bt_trainer_names#134	ジェイデン
13b_bt_trainer_names#135	ジェイレン
13b_bt_trainer_names#136	ジャマール
13b_bt_trainer_names#137	ジェームズ
13b_bt_trainer_names#138	ジェイミソン
13b_bt_trainer_names#139	ジャレン
13b_bt_trainer_names#140	ジャレット
13b_bt_trainer_names#141	ジェイソン
13b_bt_trainer_names#142	ジャクソン
13b_bt_trainer_names#143	ジェイリン
13b_bt_trainer_names#144	ジャズミン
13b_bt_trainer_names#145	ジェンソン
13b_bt_trainer_names#146	ジェレミー
13b_bt_trainer_names#147	ジェシー
13b_bt_trainer_names#148	ジル
13b_bt_trainer_names#149	ジリアン
13b_bt_trainer_names#150	ジョーイ
13b_bt_trainer_names#151	ヨハン
13b_bt_trainer_names#152	ジョーダン
13b_bt_trainer_names#153	ジョージー
13b_bt_trainer_names#154	ジョイス
13b_bt_trainer_names#155	ジュリアン
13b_bt_trainer_names#156	ジュリアナ
13b_bt_trainer_names#157	ジュリアナ
13b_bt_trainer_names#158	ケイデン
13b_bt_trainer_names#159	ケイトリン
