22d_field_messages#80		The board was destroyed!
22d_field_messages#81		The budding flowers boosted the attack!
22d_field_messages#82		The cave choked out the air!
22d_field_messages#83		The cave echoes dully...
22d_field_messages#84		The cave is littered with crystals.
22d_field_messages#85		The cave was littered with crystals!
22d_field_messages#86		The cavern strengthened the attack!
22d_field_messages#87		The cold softened the attack!
22d_field_messages#88		The cold softened the attack...
22d_field_messages#89		The cold strengthened the attack!
22d_field_messages#90		The consuming darkness fed the attack!
22d_field_messages#91		The corrosion strengthened the attack!
22d_field_messages#92		The cosmic light was consumed!
22d_field_messages#93		The crystal energy strengthened the attack!
22d_field_messages#94		The crystal split the attack!
22d_field_messages#95		The crystals charged the attack!
22d_field_messages#96		The crystals strengthened the attack!
22d_field_messages#97		The crystals were broken up!
22d_field_messages#98		The crystals' light strengthened the attack!
22d_field_messages#99		The crystals' light was consumed!
22d_field_messages#100		The crystals' light was warped by the darkness!
22d_field_messages#101		The dampness prevents the explosion!
22d_field_messages#102		The dark crystals were shattered!
22d_field_messages#103		The darkness began to gather...!
22d_field_messages#104		The darkness strengthened the attack!
22d_field_messages#105		The dawn of a New World shines down upon the broken land.
22d_field_messages#106		The desert softened the attack...
22d_field_messages#107		The desert strengthened the attack!
22d_field_messages#108		The draconic energy boosted the attack!
22d_field_messages#109		The ethereal energy strengthened the attack!
22d_field_messages#110		The explosion became hyper-charged!
22d_field_messages#111		The extreme heat softened the attack...
22d_field_messages#112		The field became mysterious!
22d_field_messages#113		The field combusted!
22d_field_messages#114		The field cooled off!
22d_field_messages#115		The field is ablaze!
22d_field_messages#116		The field is abound with trees.
22d_field_messages#117		The field is corrupted!
22d_field_messages#118		The field is covered in ice.
22d_field_messages#119		The field is hyper-charged!
22d_field_messages#120		The field is in full bloom.
22d_field_messages#121		The field is littered with rocks.
22d_field_messages#122		The field is rife with sand.
22d_field_messages#123		The field is super-heated!
22d_field_messages#124		The field is swamped.
22d_field_messages#125		The field shorted out!
22d_field_messages#126		The field strengthened the attack!
22d_field_messages#127		The field super-heated the attack!
22d_field_messages#128		The field was broken!
22d_field_messages#129		The flames spread from the attack!
22d_field_messages#130		The forest caught fire!
22d_field_messages#131		The forest softened the attack...
22d_field_messages#132		The forestry strengthened the attack!
22d_field_messages#133		The foul beast's attack gained strength!
22d_field_messages#134		The fresh scent of flowers boosted the attack!
22d_field_messages#135		The frigid wind strengthened the attack!
22d_field_messages#136		The garden caught fire!
22d_field_messages#137		The garden grew a little!
22d_field_messages#138		The garden was cut down a bit!
22d_field_messages#139		The garden's power boosted the attack!
22d_field_messages#140		The germinal matter amassed in the attack!
22d_field_messages#141		The grass below caught flame!
22d_field_messages#142		The grass softened the attack...
22d_field_messages#143		The grassy terrain caught fire!
22d_field_messages#144		The grassy terrain was corroded!
22d_field_messages#145		The grime sank beneath the battlers!
22d_field_messages#146		The grime snuffed out the flame!
22d_field_messages#147		The holy energy resonated with the attack!
22d_field_messages#148		The holy light was consumed!
22d_field_messages#149		The hot water melted the ice!
22d_field_messages#150		The hyper-charged terrain shorted out!
22d_field_messages#151		The ice melted away!
22d_field_messages#152		The lava solidified!
22d_field_messages#153		The lava strengthened the attack!
22d_field_messages#154		The lava was frozen solid!
22d_field_messages#155		The lava's heat boosted the flame!
22d_field_messages#156		The lava's heat softened the attack...
22d_field_messages#157		The legendary energy resonated with the attack!
22d_field_messages#158		The light shone through the infinite darkness!
22d_field_messages#159		The maelstrom flushed out the poison!
