22b_field_notes#515		Smack Down <icon=fieldPlus,tts="gains the"> <icon=typePOISON>
22b_field_notes#516		Smokescreen effect <icon=fieldUp,tts="boosted">
22b_field_notes#517		Smokescreen effect <icon=fieldUp,tts="boosted"> <c=green>+1</c>
22b_field_notes#518		Sonic Boom damage <icon=fieldChange> <c=green>140</c>
22b_field_notes#519		Soul-Heart <icon=fieldPlus> <c=green>boosts</c> Sp.Def
22b_field_notes#520		Sound-based moves <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#521		Special <icon=typeBUG> attacks <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#522		Special <icon=typeDARK> attacks <icon=fieldDown> <c=red>x0.5</c>
22b_field_notes#523		Special <icon=typeFAIRY> attacks <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#524		Special <icon=typeNORMAL> attacks <icon=fieldPlus,tts="gain"> <icon=typeQMARKS> . . .
22b_field_notes#525		Special <icon=typeNORMAL> attacks <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#526		Special attacks <c=orange>calculate</c> on . . .
22b_field_notes#527		Speed <icon=fieldDown> <c=red>x0.5</c> unless <icon=typeWATER> or . . .
22b_field_notes#528		Speed <icon=fieldDown> <c=red>x0.75</c> unless <icon=typeWATER> or . . .
22b_field_notes#529		Speed <icon=fieldDown> <c=red>x0.75</c> when grounded
22b_field_notes#530		Spikes/Toxic Spikes <c=red>terminated</c>
22b_field_notes#531		Spit Up <icon=fieldUp> <c=green>x2</c>
22b_field_notes#532		Splash <icon=fieldPlus> <c=green>lowers</c> Accuracy
22b_field_notes#533		Splintered Stormshards <c=red>removes</c> . . .
22b_field_notes#534		Spotlight <c=green>boosts</c> Atk/Sp.Atk . . .
22b_field_notes#535		Stance Change <c=orange>alters</c> stats . . .
22b_field_notes#536		Static chance <icon=fieldUp> <c=green>x2</c>
22b_field_notes#537		Stealth Rock <icon=fieldPlus,tts="gains an"> extra type . . .
22b_field_notes#538		Stealth Rock damage <icon=fieldUp> <c=green>x2</c>
22b_field_notes#539		Steelworker <icon=fieldPlus,tts="additionally works with the"> <icon=typeELECTRIC>
22b_field_notes#540		Steelworker power boost <icon=fieldChange> <c=green>x2</c>
22b_field_notes#541		Stench chance <icon=fieldUp> <c=green>x2</c>
22b_field_notes#542		Sticky Web effect <icon=fieldUp> <c=green>x2</c>
22b_field_notes#543		Strength <icon=fieldChange> <icon=typeFIGHTING>/<icon=typePSYCHIC>
22b_field_notes#544		Strength Sap recovery <icon=fieldUp> <c=green>30 %</c>
22b_field_notes#545		Sun and Hail last for <c=green>8</c> turns
22b_field_notes#546		Sun and Sand last <c=green>8</c> turns
22b_field_notes#547		Sun lasts <c=green>8</c> turns
22b_field_notes#548		Swallow <icon=fieldUp> <c=green>x2</c> <icon=fieldPlus> <c=green>cures</c> when max stack
22b_field_notes#549		Swarm's effect <icon=fieldUp,tts="boosted"> . . .
22b_field_notes#550		Sweet Scent <c=red>lowers</c> Def & Sp.Def
22b_field_notes#551		Sweet Scent <icon=fieldPlus> <c=green>lowers</c> defenses
22b_field_notes#552		Sweet Scent's effect <icon=fieldUp,tts="boosted"> . . .
22b_field_notes#553		Synthesis/Morning Sun <icon=fieldChange,tts="recovery changes to"> <c=red>25 % HP</c>
22b_field_notes#554		Tailwind <icon=fieldPlus,tts="additionally kicks up"> Strong Winds
22b_field_notes#555		Tailwind lasts <c=green>6</c> turns
22b_field_notes#556		Technician applies up to BP <c=green>80</c>
22b_field_notes#557		Teeter Dance <icon=fieldPlus> <c=green>lowers</c> Defense
22b_field_notes#558		Telekinesis <icon=fieldPlus> <icon=fieldDown> Defense/Sp.Def . . .
22b_field_notes#559		Telepathy <c=green>boosts</c> Speed <c=green>x2</c>
22b_field_notes#560		The type chart is <c=orange> inverted</c>
22b_field_notes#561		The type chart is <c=orange>altered</c> . . .
22b_field_notes#562		Thunder <c=green>never misses</c>
22b_field_notes#563		Toxic Spikes <c=red>can't</c> be absorbed
22b_field_notes#564		Toxic's Accuracy <icon=fieldChange> <c=green>100</c>
22b_field_notes#565		Trick Room lasts <c=green>8</c> turns
22b_field_notes#566		Type attacks <icon=fieldChange,tts="are"> always Physical . . .
22b_field_notes#567		Type attacks <icon=fieldChange,tts="are"> always Special . . .
22b_field_notes#568		Victory Star damage <icon=fieldUp> <c=green>x1.5</c>
22b_field_notes#569		Volt Absorb slowly <c=green>restores HP</c>
22b_field_notes#570		Water Compaction <icon=fieldPlus> <c=green>boosts</c> Sp.Def
22b_field_notes#571		Water Veil <icon=fieldPlus> <c=green>cures</c> status
22b_field_notes#572		Weather <c=red>stops</c> boosts . . .
22b_field_notes#573		Whirlpool <icon=fieldPlus> confuses target
22b_field_notes#574		Whirlpool damage <icon=fieldChange> <c=green>1/6 HP</c>
22b_field_notes#575		Wild Charge <icon=fieldChange,tts="has"> <c=green>no recoil</c>
22b_field_notes#576		Will-O-Wisp's Accuracy <icon=fieldChange> <c=green>100</c>
22b_field_notes#577		Wish recovery <icon=fieldChange> <c=green> 75 % HP</c>
