22b_field_notes#395		Mirror Coat <icon=fieldPlus> <c=green>boosts</c> stats . . .
22b_field_notes#396		Mirror Move <icon=fieldPlus> <c=green>boosts</c> stats . . .
22b_field_notes#397		Mirror Shot <icon=fieldUp> <c=green>x2</c> and . . .
22b_field_notes#398		Missing physical contact moves <c=orange>recoil</c> . . .
22b_field_notes#399		Missing physical moves <c=orange>recoil</c> . . .
22b_field_notes#400		Moonlight recovery <icon=fieldChange> <c=green>75 % HP</c>
22b_field_notes#401		Motor Drive boost <icon=fieldUp,tts="increased to"> <c=green>x2</c>
22b_field_notes#402		Multiscale <icon=fieldPlus,tts="gains"> <c=green>protection</c> . . .
22b_field_notes#403		Nature Power <icon=fieldChange> Acid Spray
22b_field_notes#404		Nature Power <icon=fieldChange> Acrobatics
22b_field_notes#405		Nature Power <icon=fieldChange> Ancient Power
22b_field_notes#406		Nature Power <icon=fieldChange> Aurora Beam
22b_field_notes#407		Nature Power <icon=fieldChange> Avalanche
22b_field_notes#408		Nature Power <icon=fieldChange> Dark Pulse
22b_field_notes#409		Nature Power <icon=fieldChange> Discharge
22b_field_notes#410		Nature Power <icon=fieldChange> Dragon Pulse
22b_field_notes#411		Nature Power <icon=fieldChange> Energy Ball
22b_field_notes#412		Nature Power <icon=fieldChange> Flamethrower
22b_field_notes#413		Nature Power <icon=fieldChange> Gear Grind
22b_field_notes#414		Nature Power <icon=fieldChange> Growth
22b_field_notes#415		Nature Power <icon=fieldChange> Gunk Shot
22b_field_notes#416		Nature Power <icon=fieldChange> Heat Wave
22b_field_notes#417		Nature Power <icon=fieldChange> Ice Beam
22b_field_notes#418		Nature Power <icon=fieldChange> Judgment
22b_field_notes#419		Nature Power <icon=fieldChange> Meditate
22b_field_notes#420		Nature Power <icon=fieldChange> Metronome
22b_field_notes#421		Nature Power <icon=fieldChange> Mirror Shot
22b_field_notes#422		Nature Power <icon=fieldChange> Mist Ball
22b_field_notes#423		Nature Power <icon=fieldChange> Moonblast
22b_field_notes#424		Nature Power <icon=fieldChange> Muddy Water
22b_field_notes#425		Nature Power <icon=fieldChange> Petal Blizzard
22b_field_notes#426		Nature Power <icon=fieldChange> Power Gem
22b_field_notes#427		Nature Power <icon=fieldChange> Psychic
22b_field_notes#428		Nature Power <icon=fieldChange> Rock Slide
22b_field_notes#429		Nature Power <icon=fieldChange> Rock Smash
22b_field_notes#430		Nature Power <icon=fieldChange> Rock Tomb
22b_field_notes#431		Nature Power <icon=fieldChange> Sand Tomb
22b_field_notes#432		Nature Power <icon=fieldChange> Secret Sword
22b_field_notes#433		Nature Power <icon=fieldChange> Sludge Wave
22b_field_notes#434		Nature Power <icon=fieldChange> Spacial Rend
22b_field_notes#435		Nature Power <icon=fieldChange> Thunderbolt
22b_field_notes#436		Nature Power <icon=fieldChange> Tri Attack . . .
22b_field_notes#437		Nature Power <icon=fieldChange> Trick Room
