map_0818#90		LAURA: If your victory can be a point of pride for you, then that's more than enough for me.
map_0818#91		FLORA: ...Whatever.
map_0818#92		You put up a decent fight, I guess.
map_0818#93		(And it is nice to see someone with Grass Types in a high position...)
map_0818#94		(Maybe not EVERYONE here is worthless.)
map_0818#95		But you are seriously WAY too nice for your own good.
map_0818#96		LAURA: I........ do hear that from time to time.
map_0818#97		I don't suppose you've met my younger sister, have you?
map_0818#98		I believe the two of you might get along very well.
map_0818#99		Possibly dangerously well........
map_0818#100		........Perhaps it is for the best that you do not meet.
map_0818#101		FLORA: I'll put it on my bucket list.
map_0818#102		I'm going ahead.
map_0818#103		LAURA: She seems to be of a similar type of girl to my own sisters.
map_0818#104		I think all of them would be much benefitted by setting down their respective objectives, and learning to enjoy a moment of tranquility among the flowers.
map_0818#105		I don't know her that well, but is it too naive to hope that, perhaps knowing that is why she uses Grass Types herself?
map_0818#106		It really is good to see you back here once more.
map_0818#107		Did you see how well the flowers in my garden have been growing recently?
map_0818#108		In moments like these, I'm grateful to have someone else here to witness their beauty, too.
map_0818#109		Shall we enjoy a moment to admire them together?
map_0818#111		LAURA: Any moment shared with you is one to be cherished.
map_0818#112		I hope that the rest of your moments today are just as beautiful.
map_0818#113		You're always welcome in my garden whenever you please.
map_0818#114		LAURA: I hope that the rest of your moments today are just as beautiful.
map_0818#115		Yes
map_0818#116		No
map_0819#0		ELIAS: Dominus vobiscum.
map_0819#1		So you return.
map_0819#2		Repetita iuvant, but let us hope your conviction is stronger for it.
map_0819#3		With no time to waste,
map_0819#4		Let us test them at once.
map_0819#5		Show me the spirit He has placed unto you!
map_0819#6		ELIAS: Descensus in cuniculi cavum...
map_0819#7		You go ever-onward through madness and monster alike.
map_0819#8		I implore you, though with little merit to it, to not think of me now as the latter.
map_0819#9		As I have failed in my duty, my master has passed.
map_0819#10		As he has passed, so has my contract.
map_0819#11		Cuiusvis hominis est errare, nullius nisi insipientis in errore perseverare. 
map_0819#12		Only a fool persists in his faults.
map_0819#13		My loyalty now lies not with mortals, but the Lord.
map_0819#14		And even I could not be blind enough to believe that that woman acts in His interest.
map_0819#15		I understand that the one who fares the best against her is you.
map_0819#16		You have always had the blessing of power, have you not?
map_0819#17		I first heard of how it shone atop Pyrous Mountain.
map_0819#18		Thus, retribution is a mission I will entrust to you.
map_0819#19		It is not the only thing.
map_0819#20		I wager this against you--
map_0819#21		Thus, I wager this against you--
map_0819#22		The Emerald Brooch.
map_0819#23		This artifact of my Lord will choose its own fate.
map_0819#24		Your light...
map_0819#25		My conviction...
map_0819#26		Let us witness firsthand which His destiny favors!
map_0819#28		ELIAS: Virtus tentamine gaudet.
map_0819#29		Yours is a power that grows with defeat.
map_0819#30		Against this, even she will not last.
map_0819#31		Your way is clear.
map_0819#32		ELIAS: Your belief has won this fight.
map_0819#33		I give this freely.
map_0819#34		ELIAS: Let destiny carry you to your true purpose.
map_0819#35		That, not even my Lord may predict.
