map_0843#1		How do you like the room?
map_0843#2		I was allowed to take over here after we realized the position had been vacant.
map_0843#3		It is curious-- there isn't even a single record of whomever held the spot before.
map_0843#4		Even Elias cannot recall them.
map_0843#5		And of course, that makes his whole gambit with forcing Laura out all the more despicable.
map_0843#6		Perhaps he was simply always senile.
map_0843#7		In any case, I hope you can appreciate the decor.
map_0843#8		I don't know if my position in the order will be permanent, but as Anna has been indisposed, I was allowed to redecorate.
map_0843#9		FLORA: ...Okay, yeah, so, about that...
map_0843#10		Are you gay, or a Bug Type Trainer?
map_0843#11		There's a wrong answer there, and I need to know how much to judge you.
map_0843#12		BENNETT: Bennett Voclain, aspiring combatant and lepidopterist, at your service.
map_0843#13		FLORA: ...That doesn't answer my question.
map_0843#14		...Does it?
map_0843#15		Does that mean he's gay?
map_0843#16		BENNETT: It means I study-- well, truthfully, all manner of Bug Types-- but particularly four-winged larvae- bearing insects such as butterflies and moths.
map_0843#17		FLORA: Okay, so it's the wrong answer then. 
map_0843#18		Disgusting.
map_0843#19		You should've just said you were gay.
map_0843#20		BENNETT: I'll... keep that in mind?
map_0843#21		It seems our roles are reversed from our last battle, \PN.
map_0843#22		Now I'm the one facing down two Trainers working in tandem.
map_0843#23		But I can only assume that the two of you work together just fine, as you've already beaten Laura.
map_0843#24		Part of me wishes I could have still fought you both with her as my partner.
map_0843#25		FLORA: Wait-- THAT girl was YOUR partner?
map_0843#26		BENNETT: Ah-- a misunderstanding.
map_0843#27		We are partners for battling; no more than that, at least for the time.
map_0843#28		FLORA: Okay, PHEW. 
map_0843#29		I was gonna say, BIG YIKES, if someone like her were with a creep like you.
map_0843#30		BENNETT: I...
map_0843#31		...Wish to respect your opinion, of course, but I admit I am a bit aghast to still be called that.
map_0843#32		I do maintain proper hygiene, and although I've done things in the past that I am deeply ashamed of, I have tried my best to learn to listen and respect others' boundaries in both action and thought.
map_0843#33		Might I selfishly ask, for the sake of my continued self-improvement, precisely what about me still comes across as "creepy"?
map_0843#34		FLORA: Oh-- I mean, you seem fine aside from the Bug Types. It's just them.
map_0843#35		Yuck.
map_0843#36		BENNETT: ...Ah.
map_0843#38		Perhaps we should just get on with the battle, and then you will be free to be rid of me.
map_0843#39		I hope you understand that, despite being aware of your feelings on my type, I cannot hold back.
map_0843#40		FLORA: Yeahyeahyeah, whatever, I'll put you in the fucking dirt.
map_0843#41		Bring it, bug boy!
map_0843#42		FLORA: ...\PN.
map_0843#43		How did you come all the way here and not even bring a full team to fight with?
map_0843#44		Do you WANT me to lose?
map_0843#45		(Seriously, how did this moron ever get to be champion...)
map_0843#46		Go back and get some actual goddamn Pokémon before I lose my fucking patience already!
map_0843#47		FLORA: Hey, \PN?
map_0843#48		What are you doing?
map_0843#49		Did you perhaps somehow manage to forget that you need to PICK SOME POKÉMON?!
map_0843#51		FLORA: Wow, Bug AND Fire Types, AND you still lost!
map_0843#52		This region really IS pathetic!
map_0843#53		BENNETT: ...It is possible, and perhaps even likely that I am out of my depth here,
map_0843#54		Though I feel obligated to remind you for the accuracy of your estimation that you are being escorted by the Champion...
map_0843#55		FLORA: Hey, there's this cool new thing, have you heard about it?
map_0843#56		It's called "shutting up."
map_0843#57		You should try it sometime.
map_0843#58		We've got work to do now that we're done with all that; let us pass.
map_0843#60		I wish you the best of luck in your respective endeavors.
map_0843#61		FLORA: Finally. They should've just let us through in the first place.
map_0843#62		BENNETT: I will not be so foolish as to hold her disposition against you.
map_0843#63		I am choosing to take this as a lesson in gratitude.
map_0843#64		It has made me appreciate Laura all that much more, for no small number of reasons.
map_0843#65		...But I admit, her words did sting.
map_0843#66		\PN, may I ask your opinion, as someone who has been witness to some of my... less dignified...  moments?
map_0843#67		Do you, even now, find me to be creepy?
map_0843#68		BENNETT: ...I see.
map_0843#69		Thank you for your honesty.
map_0843#70		I will... continue to reflect on how best to improve and remedy that.
map_0843#71		In the meantime, I will try my best to impose on you as little as possible.
map_0843#72		BENNETT: ...Truly?
map_0843#73		It does my heart no small amount of good to know that I've earned some amount of forgiveness.
map_0843#74		But I have no intention of growing complacent.
map_0843#75		This was merely a reality check after her harsh comments.
map_0843#76		Thank you for your kindness and your perspective.
map_0843#77		The company is always welcome.
map_0843#78		It continues to be a... learning experience to live up to the position that I have been placed in.
map_0843#79		I've been looking forward to this battle--
map_0843#80		Not only for the opportunity to test my skills, but for the chance to grow as well.
map_0843#81		I do not intend to grow complacent with the kindness that you have granted me.
map_0843#82		There always remains something that I have yet to learn.
map_0843#83		Show me what that might be today!
map_0843#85		BENNETT: It would do me well to remind myself that you are still our Champion, and have earned that position rightfully.
map_0843#86		Perhaps this loss does not reflect upon whether I have earned this role which I stand on.
map_0843#87		Thank you for your continued patience and good faith.
map_0843#88		I wish you the best of luck in any and all of your future endeavors, \PN.
map_0843#89		BENNETT: Thank you for your continued patience and good faith.
map_0843#90		Yes
map_0843#91		No
map_0844#0		TAUBE: Ah, time to battle, is it? 
map_0844#1		TAUBE: Well I don't know if I can offer someone of your skill level a challenge.
map_0844#2		But I hope we can both have fun! 
map_0844#3		Take your position!
map_0844#4		TAUBE: I hope you don't mind, I'm rather partial to Double Battles.
map_0844#5		I find it is the best way that my Pokémon-- that my friends can really show off their teamwork!
map_0844#6		Good luck, Champion of the Future!
map_0844#7	Taube	Marvelous! I can feel your Pokémon's friendship!
map_0844#8		TAUBE: Whew! You have quite the team; that was intense.
map_0844#9		Even if we had a Pokémon League, I doubt I could ever challenge it-- these guys are the first six Pokémon I ever met.
map_0844#10		After making such good friends, I couldn't bring myself to battle with any others!
map_0844#11		TAKA: Wow... I mean, even if you lost, that was amazing.
map_0844#12		You're an incredible trainer!
map_0844#13		TAUBE: No, no. I don't think I'm particularly special-- 
map_0844#14		I just have amazing Pokémon.
map_0844#15		I've been with these guys since I was just a kid.
map_0844#16		I couldn't be happier with them...
map_0844#17		Ah, but I got so caught up! Let's head downstairs to check on Celebi!
map_0844#18		TAKA: He had a Chatot too...
map_0844#19		TAKA: When father gave me a Chatot egg, I just assumed he found it somewhere.
map_0844#20		Do you think he...
map_0844#21		TAKA: Nevermind. Let's go downstairs.
map_0844#22		TAUBE: That is quite all right too.
map_0844#23		There is no pressure, but of course I will be here should you change your mind.
map_0844#24		The future must be bright, with Trainers like you.
map_0844#25		I was never cut out for battling myself, truth be told.
map_0844#26		I'm certainly nothing like Joseph. 
map_0844#27		Even young Elias has shown more of a spark for battle than me!
map_0844#28		ELIAS: You're being very humble, but that was an impressive showing, Father Taube.
map_0844#29		You are a truly skilled trainer.
map_0844#30		My Pokémon are the special ones.
map_0844#31		I'm just the guy that was lucky enough to befriend them.
map_0844#32		I've been with these guys since I was just a kid, and couldn't be happier. 
map_0844#33		ELIAS: Sirius and Lin... 
map_0844#34		ELIAS: I didn't stop them taking control of the Order.
map_0844#35		And because of my failure...
map_0844#36		The noble Alcantara family line has ended.
map_0844#37		ELIAS: I'm sorry, Taube. I'm sorry, Father.
map_0844#38		I hope neither of you ever learn how much of a disappointment I turned out to be.
map_0844#39		Celebi is thrashing about. It looks like it isn't in control.
map_0844#40		Perhaps more water will help?
map_0844#41		\PN gently poured a third bottle of water over the rampaging Pokémon.
map_0844#42		The soaking wet Temporal Fragments lash out!
map_0844#43		The Temporal Fragments lash out!
map_0844#44	Celebi	Biiiiii~!
map_0844#45		Celebi looks much healthier!
map_0844#46		It doesn't seem fully recovered yet, but it is in control and full of energy!
map_0844#47		CELEBI: Biiiii!
map_0844#48		TAKA: Great job as always, \PN. 
map_0844#49		You're a battling machine.
map_0844#50		TAUBE: Indeed, that was spectacular! 
map_0844#51		To think you could calm it down with just a good fight!
map_0844#52		TAKA: Wait, you're the one that said that would work!
map_0844#53		TAUBE: That does sound like something I would say!
map_0844#54		But I've also not slept in two days.
map_0844#55		TAKA: ...
map_0844#56		Well, uh, thanks again for helping us out so much Mr... Taube.
map_0844#57		I guess now that it's a lot healthier, Celebi will take us home?
map_0844#58		TAUBE: I imagine so. 
map_0844#59		Although it's not at full strength-- so Celebi may need to rest a little on the way if it's a particularly big jump.
map_0844#60		I hope you can find a solution to fully healing it back in your time.
map_0844#61		TAKA: You've already helped a lot. 
map_0844#62		We're sorry to keep you from your newborn for so long.
map_0844#63		TAUBE: Don't worry, it was my pleasure to aid such fine people, as well as helping out a legendary Pokémon.
map_0844#64		Taking the time to help those in need... 
map_0844#65		That's the kind of man I want my son to grow up to be, anyway. 
map_0844#66		If I can't do that myself, what example am I setting?
map_0844#67		But of course, I am not worried. 
map_0844#68		I have the most wonderful wife, and a whole region of honest, hardworking, and friendly people around us.
map_0844#69		Lord Arceus smiles down upon my son.
map_0844#70		I have every faith he will grow into a far better man than I could ever hope to be.
map_0844#71		Why, I'm sure that however far in the future you are from, even if it is past the life of my son, his name lives on.
map_0844#72		Phoenix will be the brightest star in the sky, guiding the region to a better future.
map_0844#73		TAKA: I...
map_0844#74		TAUBE: No, no, don't tell me. 
map_0844#75		It's not my place to know the future.
map_0844#76		Guess it's time to go, \PN...
map_0844#77		Celebi seems full of energy and ready to go!
map_0844#78		Do you want to travel through time again?
map_0844#79		You once again feel your surroundings fade away around you as Celebi brings you forward through time!
map_0844#80		Celebi looks a little impatient, but will wait for you.
map_0844#81		ELIAS: As expected, a spectacular showing.
map_0844#82		Your skill in battle is unmatched.
map_0844#83		TAUBE: Indeed, that was incredible! 
map_0844#84		ELIAS: Well of course-- after all, it was your idea, Father Taube.
map_0844#85		TAUBE: Ah, it was, wasn't it?
map_0844#86		Well, I am happy to see I was correct!
map_0844#87		ELIAS: That's...
map_0844#88		You spoke with such conviction before.
map_0844#89		Surely you were confident in your idea?
map_0844#90		TAUBE: Your faith in me is an honor. 
map_0844#91		I hope my legacy in the future is deserving of faith.
map_0844#92		However, my son was just born. 
map_0844#93		I have not slept in two days.
map_0844#94		ELIAS: That is... 
map_0844#95		I see.
map_0844#96		Well, the point is that this has worked, and you have our deepest gratitude.
map_0844#97		I suppose all that is left is for the two of us to return to our time.
map_0844#98		TAUBE: Indeed, it looks like Celebi has the energy to travel through time once more.
map_0844#99		Although it's not at full strength, so it may need to rest a little on the way if it's a particularly big jump.
map_0844#100		ELIAS: It has been an honor and a pleasure, Father Taube.
map_0844#101		Your help has been invaluable.
map_0844#102		I have no doubt we will find a way to fully heal Celebi thanks to you.
map_0844#103		And of course, we're sorry to have kept you from your newborn for so long.
map_0844#104		TAUBE: You flatter me. 
map_0844#105		It was my pleasure to aid two members of our Order from the future, not to mention a Legendary Pokémon!
map_0844#106		ELIAS: Phoenix Alcantara...
map_0844#107		ELIAS: ...
map_0844#108		Well, we should be on our way, anyway.
map_0844#109		Thank you again, Father Taube.
map_0844#110		TAKA: If he's like this, why was Father so...
map_0844#111		Sorry, just thinking. 
map_0844#112		Good luck with the battle; I'm cheering for you.
map_0844#113		I mean, mostly. 
map_0844#114		I do wanna know if Father being so skilled was a fluke, or if the skill runs in the family and my lack of it is the fluke...
map_0844#115		ELIAS: Friends...
map_0844#116		I was always his servant; nothing more. 
map_0844#117		That's all I knew. 
map_0844#118		That's what the Order taught us.
map_0844#119		...Before you returned my sight, he cut my hair for me.
