map_0901#496		Kanaya and another friend of mine, I'd asked to help out with small tasks like filling in cliffs around the entire desert...
map_0901#497		Seriously, it took two of them two weeks of working on it reliably to get all of that done.
map_0901#498		Not to mention the other areas they helped with...
map_0901#499		Much appreciation to them for trudging through all of that despite me kind of giving them the short end of the stick.
map_0901#500		Ikaru's another person who's helped out with filling in my ridiculous maps, along with just general handling of bug reports.
map_0901#501		He's also usually the first person I test with, watching his every playthrough and judging his actions!
map_0901#502		...And getting trolled when he decides to spam Itemfinder everywhere until I behave.
map_0901#503		Jan's just kind of here these days, but originally we had a trade where I helped him out with learning to sprite better in return for him tackling a few sprites for Reborn.
map_0901#504		Cass joined us late in E18.
map_0901#505		Originally she was going to be an animator!
map_0901#506		She did Leafage and no other animations.
map_0901#507		But she more than made up for it in ways I already basically gushed about in another section, so I'll spare her here.
map_0901#508		She did suggest we take on a certain Toothpastefairy, or Perry!
map_0901#509		He happened to be working on some mods anyway so we picked him up to help out and he's just been fantastic for the whole tail end of the ride.
map_0901#510		I'm very grateful for him helping us out with programming reliably, and also being totally down to enable whatever bullshit Cass or I get up to.
map_0901#511		He's done a lot of quality-of-life improvements for y'all especially, such as that quick TM view in the bag!
map_0901#512		Other late-joining stars include The Legendary Crim.
map_0901#513		You might know of them from their work on literally every other fangame in existence.
map_0901#514		It's been a huge help to have a second spriter and mapper on the team. 
map_0901#515		Even though they were originally just learning both when I asked them to help with Starlight, they learn fast and caught up quick.
map_0901#516		There's no way we could've made some of the postgame content as gorgeous as it has been without them.
map_0901#517		Last but not least, we also acquired an Azzie! 
map_0901#518		Fans might know her from her Tourmaline Travels story, and if not, they might be interested in reading it!
map_0901#519		She's helped out with a lot of the sundry postgame dialogue, especially in the Nightclub.
map_0901#520		If I had to do it all myself I probably would've gone insane and run into the hills screaming...
map_0901#521		...Is that everyone?
map_0901#522		I think so...
map_0901#523		Gosh, I've written too much already. Let's be done.
map_0901#524		But please appreciate everyone who's helped us make it to this point, ne?
map_0901#525		AME: So, no more Pokémon games.
map_0901#526		Sorry, not sorry.
map_0901#527		I am Tired and Done.
map_0901#528		Also, there's the whole copyright thing.
map_0901#529		Nintendo, please, we can all just walk away from this peacefully, I don't want anything more to do with it, I swear...
map_0901#530		I know a lot of people will probably be disappointed by it, but like...
map_0901#531		Y'all gotta remember, even though I've been here for a decade and change, my start is not in Pokémon games.
map_0901#532		I've wanted to make a tactical RPG since I was like 12.
map_0901#533		Finally gonna go do that now.
map_0901#534		It's called Starlight Divide, and-- obligatory plug-- we have a demo out already!
map_0901#535		Wait, I can just take you to the website!
map_0901#536		Wanna give it a look?
map_0901#537		AME: Hell yeah, okay, here you go.
map_0901#538		thank you ily
map_0901#539		AME: okay that's understandable maybe another time
map_0901#540		Regardless, for those of you who already tried the demo (or even who will go on to try it)-- Thank you so much.
map_0901#541		It means a lot to me that you're willing to give it a chance!
map_0901#542		There's still a lot of work to do on that too, but I'm eagerly looking forward to the opportunity to do so.
map_0901#543		There's a lot of side projects and other games I want to make too, but...
map_0901#544		I guess we'll just have to see how things go?
map_0901#545		My curse is that I come up with ideas way quicker than I can ever dream of developing them.
map_0901#546		Alas.
map_0901#547		I hope you'll stick around to see what comes from our next endeavors!
map_0901#548		AME: This might've been unclear, but to be clear this section is just sort of advice/lessons I've learned in the realm of game development.
map_0901#549		There's a handful of things I wish I'd done differently, and so I hope others can learn from my mistakes.
map_0901#550		If you're not interested, just hold X or whatever.
map_0901#551		Let's start with something positive.
map_0901#552		#1: Jack of all trades, master of none...
