map_0115#46		If you're here for the Gym, use the Gym entrance on the other side. Duh.
map_0115#47		Anyway, as I was saying...
map_0115#48		Hey, you're the one they said to keep out, huh?
map_0115#49	Blane	So much for that.
map_0115#50		Whatever. I never saw you.
map_0115#51		No way! And then what?
map_0115#52		>- Easterling Street\n^ - 10th Street
map_0115#53		>- Ivyline Road\nv - 10th Street
map_0115#54		<- Ivyline Road\nv - 11th Street
map_0115#55		<- Easterling Street\n^v - 11th Street
map_0115#56		Oh, dear, oh, dear... 
map_0115#57		I lost the key to my home.
map_0115#58		I must've dropped it somewhere, but where?
map_0115#59		Huh? Omigod, that's it! You found it!
map_0115#60		This is great! Now I don't have to stand here looking stupid in the rain all day!
map_0115#61		Thank you so much!
map_0115#62		Hey, you might already know this, but I'm the Move Relearner!
map_0115#63		So I can pay you back for helping me! Normally I charge a Heart Scale, but since you found this for me...
map_0115#64		Ah, well, here, how about this?
map_0115#65		Okay, I'm going inside now. Come around whenever you need!
map_0115#66		I'll keep looking... I have to find it.
map_0115#67		Yes
map_0115#68		No
map_0117#0		Hello! Welcome to the Onyx Arcade!
map_0117#1		Unfortunately, our player versus player systems are currently offline due to a system virus, but please feel free to enjoy the rest of our features!
map_0117#2		Hello! Welcome to the Onyx Arcade, now fully operational!
map_0117#3		This is the Pokémon Lottery Corner. I'm Rarity, your attendant today.
map_0117#4		If the drawn number matches the ID No. of any of your Pokémon, you could win fabulous gifts.
map_0117#5		Would you like to check today's lucky number?
map_0117#6		First, I'll look up today's Pokémon Lottery Corner lucky number.
map_0117#8		Your Lotto Ticket number is \v[1].
map_0117#9		Now, let's see if it matches the ID No. of any of your Pokémon.
map_0117#10		I'm sorry. You didn't get a match...
map_0117#11		Please do visit again.
map_0117#12		Congratulations!
map_0117#13		The ID number of your team's \v[2] matches your Lotto Ticket number!
map_0117#14		The ID number of your PC-boxed \v[2] matches your Lotto Ticket number!
map_0117#15		Oh my goodness, all five digits matched!
map_0117#16		You've won the jackpot prize!
map_0117#17		Please do visit again! Good-bye from Rarity, your attendant!
map_0117#18		\rYou have no room left. Make room, then come see me.
map_0117#19		The last four digits matched, so you win the first prize!
map_0117#20		You have no room left. Make room, then come see me.
map_0117#21		The last three digits matched, so you win the second prize!
map_0117#22		The last two digits matched, so you win the third prize!
map_0117#23		The last digit matched, so you win the fourth prize!
map_0117#24		Oh, I see.\nPlease do visit us again.
map_0117#25		You've already drawn a Lotto Ticket today. Please come back tomorrow.
map_0117#26		I've been waiting for you. Here's the item you won.
map_0117#27		Why is the game down... 
map_0117#28		My life has no meaning without online games.
map_0117#29		I will be the best!!!
map_0117#30		...When the PvP system is back.
map_0117#31		Yes! I finally got promoted to Crystal!
map_0117#32		I'll just gamble my life away until the real game is back.
map_0117#33		I don't even care if I win or not. Here, have some coins.
map_0117#34		\PN received 130 coins!
map_0117#35		All the regulars here are sad 'cuz their arcade game is down.
map_0117#36		Me? I got a better game right here. It's called Pokémon Reborn.
map_0117#37		You probably haven't heard of it.
map_0117#38		The server is offline, and right when I had almost earned enough points to buy a new champion...
map_0117#39		Here you can buy coins to play our games and win fabulous prizes!
map_0117#40		Coins can be purchased at 50 for $1000 or 500 for $10,000.
map_0117#41		\G\CNWould you like to buy some coins?
map_0117#42		Thank you very much!
map_0117#43		I'm afraid you don't have the cash. Please come back soon!
map_0117#44		Enjoy the games!
map_0117#45		Oh, I'm sorry. In order to purchase coins, you must have a Coin Case first. Please return as soon as you obtain one!
map_0117#46		Hello! Here, you can exchange your coins for fantastic prizes!
map_0117#47		Which would you like?
map_0117#48		Your Coins: \v[230] \ch[62,-1,Snover- 600 Coins,Slugma- 1000 Coins,Mantyke- 1800 Coins,Nidoran M- 3500 Coins,Shinx- 5000 Coins]
map_0117#49		Thank you! We hope you've enjoyed the Onyx Arcade experience!
map_0117#50		I'm sorry, it seems you don't have the necessary coins for that prize yet.
map_0117#51		Machine, why you no payout?!
map_0117#52		Come on, big money, big money... No Krabbies...
map_0117#53		You're never too old to play games!
map_0117#54		Here! Have some coins to get started!
map_0117#55		\PN received 300 coins!
map_0117#56		Hum. Which do you think is better, the slot machines or these Voltorb Flip games?
