map_0102#5		You got an antidote on you?
map_0102#6		Don't suppose you could part with one for an ailing soul?
map_0102#7		\PN handed over the Antidote.
map_0102#8		Wow...
map_0102#9		I don't know what to say...
map_0102#10		Other than "thanks," of course, but I don't have much to give you.
map_0102#11		Ah-- Actually, I know just what to say:
map_0102#12		"antidote".
map_0102#13		Next time someone asks you for a password, tell them "antidote".
map_0102#14		That'll stop you and your party from taking Poison damage while walking around.
map_0102#15		Learn your lesson from me, kid, you don't want none of this.
map_0102#16		Thank you for the kindness though; I'm sure I'll be right as rain in a few ticks.
map_0102#17		Every man for himself, I get it...
map_0102#18		No sweat, I've learned my lesson on expecting freebies to pan out anyway...
map_0102#19		I'll-- be fine...
map_0102#20		Yes
map_0102#21		No
map_0104#0		I got my daughter a fascinating morphing Pokémon for her birthday!
map_0104#1		I don't understand how she could not like it.
map_0104#2		Ever since the water and smog in the air cleared, we've been seeing cooler temperatures through the city.
map_0104#3		Until recently, I couldn't even have remembered the last time it snowed here, winter or not!
map_0104#4		Ugh! My dad is so frustrating!
map_0104#5		He got me a Pokémon for my birthday, which is totally cool and all... But I specifically asked him for something cute!
map_0104#6		This tablecloth-looking THING is NOT cute! It's infuriating! And it keeps making it rain inside!
map_0104#7		Sigh... I was hoping for- I don't know, a Buneary, or- no, even better, a Furret! Those are adorable!
map_0104#8		Hey, I know I don't know you and that you're just standing there like a weirdo listening to me rant... 
map_0104#9		But if you have a Furret, want to trade?
map_0104#10		Yeah, no one wants to give me cute Pokémon.
map_0104#11		Ohmigod, that Furret is adorable! Let's trade right away!
map_0104#12		\PN traded Furret for Castform!
map_0104#13		This is sooooo much cuter! Thanks so much!
map_0104#14		This Furret is amazing! Thank you!
map_0104#15		Yes
map_0104#16		No
map_0106#0		My husband was looking for you.
map_0106#1		I'm the Day-Care Lady.
map_0106#2		We can raise Pokémon for you.
map_0106#3		Would you like us to raise one?
map_0106#4		Oh?  But you have just one Pokémon.
map_0106#5		Come back another time.
map_0106#6		Which Pokémon should we raise for you?
map_0106#7		Fine. Come again.
map_0106#8		I'm afraid that Pokémon is actually an Egg.
map_0106#9		If you leave me that Pokémon, what will you battle with?
map_0106#10		Fine, we'll raise your \v[3] for a while.
map_0106#11		Come back for it later.
map_0106#12		We can raise two of your Pokémon.  Would you like us to raise one more?
map_0106#13		Ah, it's good to see you!  Your Pokémon can only be doing good!
map_0106#14		Your \v[3]'s level has grown by \v[17].
map_0106#15		Oh? It seems your \v[3] learned \v[4] while we were raising it.
map_0106#16		Will you take your Pokémon back?
map_0106#17		Which one will you take?
map_0106#18		If you want your \v[17] back, it will cost $\v[18].
map_0106#19		You don't have enough money...
map_0106#20		Perfect. Here's your Pokémon.
map_0106#21		\PN took back \v[17] from the Day-Care Lady.
map_0106#22		Will you take back the other one too?
map_0106#23		Hello. I am the Day-Care Lady.
map_0106#24		We can raise your Pokémon. Just leave your Pokémon in our care and it will become stronger than you could have ever imagined.
map_0106#25		Oh! You're--
map_0106#26		Never mind. Um, yes, we're actually closed. Sorry about that.
map_0106#27		I'm sorry, but you simply must go.  Come back another day. Or don't!
map_0106#28		You're getting on my nerves! Leave! There's nothing to stick around for!
map_0106#29		DAY-CARE LADY: Uggggh! Fine! You leave us no choice! 
map_0106#30		DAY-CARE MAN: We'll eliminate you ourselves!
map_0106#31		DAY-CARE LADY: This is an attack.
map_0106#32		DAY-CARE MAN: So brace for impact.
map_0106#33		DAY-CARE LADY?: To eliminate this infestation!
map_0106#34		DAY-CARE MAN?: To restore the art of God's own nation!
map_0106#35		DAY-CARE LADY?: To break apart the world above!
map_0106#36		DAY-CARE MAN?: To find what lies beneath truth and love!
map_0106#37		DAY-CARE COUPLE?: Team Meteor!
map_0106#38		NOT THE DAY-CARE LADY: Resonating with the eternal light!
map_0106#39		NOT THE DAY-CARE MAN: Run away now, don't try to fight!
map_0106#40		DEFINITELY NOT THE DAY-CARE COUPLE: For justice!  That's right!
map_0106#41	Grant	Ugh, again?!
map_0106#42	Hilda	Hmph.
map_0106#43		METEOR GRUNT: Yes, I remember you from back at the factory. Why must you always get in the way?!
map_0106#44		We've had this ruse up for weeks now... No one suspected that we weren't actually Obsidia Day Care's sweetest elderly couple!
map_0106#45		Where are the real ones? You'll never know!
map_0106#46		They're locked up somewhere far away, and you'll never know! Ahaha! Even if you did, you couldn't rescue them- we hid the key somewhere else!
map_0106#47		So it's useless!
map_0106#48		Well, this was a good way to collect the Pokémon of the more naive Trainers... But we can't have those pesky old people letting Pokémon breed, eh?
map_0106#49		Everyone must be eliminated.
map_0106#50		We do not forgive.
map_0106#51		Hello. I am the Day-Care Man.
map_0106#52		You should leave your Pokémon with my wife.
map_0106#53		Wait, aren't you...
map_0106#54		Sorry, it seems we need to close. Have a good day.
map_0106#55		No, really, you should leave.
map_0106#56		What part don't you understand? The 'get' or the 'out'?
map_0106#57		DAY-CARE MAN: Uggggh! Fine! You leave us no choice! 
map_0106#58		We'll eliminate you ourselves!
map_0106#59		ASSISTANT: Hi there!
map_0106#60		I'm currently campaigning for funds to support the Day Care!
map_0106#61		The folks here are hoping to order in a fancy machine that many trainers have requested.
map_0106#62		It's something like an Incubator, what will allow eggs to hatch to full with just the press of a button!
map_0106#63		\GWe still need $ \v[770] in order to purchase it though.
map_0106#64		Any chance you can donate for it?
map_0106#65		ASSISTANT: Wonderful! How much would you like to contribute?
map_0106#66		ATTENDANT: Ah, and with that, we finally reach our goal!
map_0106#67		I'll place the order right away.
map_0106#68		Stand back, you wouldn't BELIEVE these delivery times.
map_0106#69		Thanks again!
map_0106#70		ASSISTANT: Thanks for considering it!
map_0106#71		ASSISTANT: What a generous offer! Thanks for chipping in for the greater good!
map_0106#72		ASSISTANT: Well, I gotta say I appreciate you thinking of us, but you don't even have that much!
map_0106#73		Maybe someday!
map_0106#74		The Incubator is warm and raring to go.
map_0106#75		What do you want to do?
map_0106#76		Any eggs in the party were sped up to hatch!
map_0106#77		Ah, it's you!
map_0106#78		We were raising your Pokémon, and my goodness, were we surprised!
map_0106#79		Your Pokémon was holding an Egg!
map_0106#80		We don't know how it got there, but your Pokémon had it.
map_0106#81		You do want it, don't you?
map_0106#82		\PN received the Egg from the Day-Care Man.
map_0106#83		You take good care of it.
map_0106#84		I really will keep it.  You do want this Egg, yes?
map_0106#85		Well all right then, I'll take it. Thank you.
map_0106#86		I'm the Day-Care Man.
map_0106#87		I help take care of the precious Pokémon of Trainers.
map_0106#88		Any Pokémon you'd like to have raised you can leave in my wife's care.
map_0106#89		Ah, it's you!\nGood to see you!
map_0106#90		Your \v[3] is doing just fine.
map_0106#91		Your \v[3] and \v[4] are doing just fine.
map_0106#92		The two play with other Pokémon rather than with each other...
map_0106#93		The two don't seem to like each other much.
map_0106#94		The two seem to get along.
map_0106#95		The two seem to get along very well.
map_0106#96		Yes
map_0106#97		No
map_0106#98		Wait for Egg
map_0106#99		Hatch Eggs
map_0106#100		Cancel
map_0107#0		AMARIA: It looks so much bigger on the inside...
map_0107#1		FLORINIA: Internal perspectivity often observes such an effect.
map_0107#2		AMARIA: Yep! Whatever that means, but, yep!
map_0107#3		I guess we'll have to split up. I'll take this way, you guys go the other. Be careful~
map_0107#4		FLORINIA: ...Very well.
map_0107#5		FLORINIA: A secondary bisection presents itself. I'll attend to this course. Farewell.
map_0107#6		Eh? What are you doing here?
map_0107#7	Chad	You don't know what's good for you...
map_0107#8		Watch your step...
map_0107#9		And you've made it this far? Your friends weren't so lucky...
map_0107#10	Minta	Ahaha... Adorable, really.
map_0107#11		Well, go on~ We have nothing to fear.
map_0107#12		???: Oh, Tangrowth... You're working so hard... And look at the beautiful forest you've made!
map_0107#13		I know you're hurting, but if you stop now, all our hard work will go to waste... 
map_0107#14		???: Oh, hello... Um, my name is Lumi-
map_0107#15		???: Only three of you entered? We expected more.
map_0107#16		Three are easy to deal with.
map_0107#17		???: Bind the first in vines... 
map_0107#18		Hang the second by her neck...
map_0107#19		Let the third go on and then capture them ourselves.
map_0107#20		???: Um, it might be more polite if we introduce ourselves... I'm-
map_0107#21		???: You've already introduced yourself, Lumi...  Needlessly, at that! I, however, am Zero.
map_0107#22		???: I am Eve. Collectively we are referred to as ZEL.
map_0107#23		Zel: And we're not gonna let you touch the PULSE!
map_0107#24		zeL: But that's probably what you came here for, right...?
map_0107#25		After all, all of the growth here is a result of this machine...
map_0107#26		Eve even built it all by herself!
map_0107#27		zEl: Correct. The Link System is a simple hybridization-amplification mechanic. 
map_0107#28		Zel: So with that machine behind it, it can manipulate even the smallest root into a massive arbor wrecking ball!
map_0107#29		Think you can stop it? Just try!
map_0107#31		zEl: Zero, next time, rather than showing off the mission's keystone, let's fight with our own Pokémon.
map_0107#32		zeL: I'm sorry, Tangrowth... I should have intervened...
map_0107#33		Zel: Stop yelling at me! You said this machine was supposed to make it stronger!
map_0107#34		zEl: Your misjudgment was the key factor.  Regardless, with Tangrowth incapacitated, the malignant growth will now regress...
map_0107#35		zeL: So... it's all going to go back to normal...?
map_0107#36		zEl: Correct. So there's no longer any purpose to remaining here. Recover the model, and escape at once.
map_0107#37		Zel: Hey, \PN, right? ...Don't think this is over.
map_0107#38		An egg seems to have been abandoned in the park...
map_0107#39		Take it?
map_0107#40		\PN got the egg!
map_0107#41		There was no room to take the egg...
map_0107#42		AMARIA: ...Ah! I can breathe!
map_0107#43		Those vines grabbed us as soon as we got close... 
map_0107#44		They were choking me the whole time. I'm sorry I wasn't much help.
map_0107#45		But you cleared the whole thing yourself, \PN? I'm impressed!
map_0107#46		FLORINIA: Presumably that person, if they can be referred to as a single subject, was an operator of Team Meteor.
map_0107#47		I project that our observances do not compose the entirety of their assault.
map_0107#48		AMARIA: I think so too! A lot of bad things have been happening lately.
map_0107#49		Between the Jasper and Beryl Wards, Azurine Lake, Grandview Station and now this... 
map_0107#50		Team Meteor might be a bigger threat than any of us had imagined.
map_0107#51		I'm going to go report this to Ame, and hopefully we'll figure out what to do.
map_0107#52		Thanks so much for your help, \PN! We couldn't have done it without you! Bye, Rini!
map_0107#53		FLORINIA: Very well. The immediate crisis is resolved.
map_0107#54		I will be returning to my Gym in the Onyx Ward. 
map_0107#55		\PN, your attendance will be expected at your leisure. 
map_0107#56		Farewell.
map_0107#57		???: I TOLD you they would get here too soon! If you had made this machine go faster...
map_0107#58		???: No! Tangrowth wouldn't be able to take anymore!
map_0107#59		???: The speed has already been optimized. Be glad the Pokémon was able to capture those two girls.
map_0107#60		???: You're really strong to be able to do everything so well, Tangrowth!
map_0107#61		???: Hey! How much longer are we gonna ignore the other problem?
map_0107#62		???: Oh, hello. Um, my name is Lumi--
map_0107#63		???: Um, it might be more polite if we introduced ourselves. I'm--
map_0107#64		???: You've already introduced yourself, Lumi. Needlessly, at that! I, however, am Zero.
map_0107#65		zeL: But that's probably what you came here for, right?
map_0107#66		All of the growth here is a result of this machine.
map_0107#67		And Eve built it all by herself!
map_0107#68		zeL: I'm sorry, Tangrowth... I should have intervened.
map_0107#69		zEl: Your misjudgment was the key factor.  Regardless, with Tangrowth incapacitated, the malignant growth will now regress.
map_0107#70		zeL: So it's all going to go back to normal?
map_0107#71		Zel: Hey, \PN, right? 
map_0107#72		Don't think this is over.
map_0107#73		Yes
map_0107#74		No
map_0109#0		OLD MAN: Oh, you're not with Team Meteor, are you?
map_0109#1		OLD WOMAN: Have you come to save us?
map_0109#2		At last!
map_0109#3		OLD MAN: We run the Day Care in the Obsidia Ward.
map_0109#4		Team Meteor abducted us so we could no longer raise the Pokémon of other Trainers.
map_0109#5		DAY-CARE LADY: They said they were going to impersonate us and start stealing Trainers' Pokémon instead!
map_0109#6		DAY-CARE MAN: We overheard one of the assailants talking about storing the stolen Pokémon in a different warehouse.
map_0109#7		I hope they get returned to their owners all right.
map_0109#8		DAY-CARE LADY: If the Meteors are gone, we should get back to our house and restore our business's reputation.
map_0109#9		Thank you so, so much, young Trainer. Please drop by any time.
map_0110#1		...Hap-pap-happiny?
map_0110#2		Happiny looks lost. Do you want to take Happiny with you?
map_0110#3		Hap-pap...
map_0110#4		METEOR GRUNT: Mhm, mhm...
map_0110#5		Almost all of them have been relocated to more secure storage.
map_0110#6		After Ditto, the last one was...
map_0110#7		You... 
map_0110#8		Ugh, stop getting in our way! 
map_0110#9		We're leaving now! 
map_0110#10		Don't even think about trying to recover the stolen daycare Pokémon!
map_0110#11		Yes
map_0110#12		No
map_0111#0		Hello. Welcome to Silph Co.'s Reborn branch headquarters.
map_0111#1		Due to security issues in the Kanto Region, the business levels of our building are not available to the public.
map_0111#2		However, we encourage you to take a brochure, and please check out our vast array of products located in our neighboring Department Store.
map_0111#3		As always, the upper levels are unavailable to the public.
map_0111#4		However, please look forward to a classic product line soon making a reappearance in Reborn: The world famous Silph Scope will soon be available!
map_0111#5		Further, we are hiring for many positions. If you are interested in joining one of the strongest international corporations, please take an application.
map_0111#6		Would you like one?
map_0111#7		ATTENDANT: Oh, hello! 
map_0111#8		I'm Silph Co.'s distribution management attendant.
map_0111#9		If you have problems with our product delivery, or you have an idea for a new product or service for us to bring to Reborn City, I'd love to hear about it.
map_0111#10		Just,
map_0111#11		Unless it's about Kecleon...
map_0111#12		Sorry-- that might seem strange. It's just...
map_0111#13		We keep getting complaints from residents of the Beryl Ward that Kecleon have been running out from Rhodochrine Jungle and getting in their way.
map_0111#14		Something seems to be chasing them out of the jungle.
map_0111#15		Whatever that is... is probably not something we can deal with.
map_0111#16		Nevertheless, these startled Kecleon panic, so they hide themselves around Beryl, and then it's a real bother.
map_0111#17		Our competitors should have the Devon Scope, which allows invisible Pokémon to be seen...
map_0111#18		But it seems Devon has suddenly completely shut down.
map_0111#19		But call it bad business sense or something else-- they don't seem to be selling any!
map_0111#20		Their customer service just keeps telling people to look elsewhere.
map_0111#21		Remembering the Silph Scope, people come here.
map_0111#22		You're not the same, are you?
map_0111#23		...Ah.
map_0111#24		So you are.
map_0111#25		To tell the truth, I don't know how to handle this situation.
map_0111#26		Is there any chance I could ask for your help on this?
map_0111#27		ATTENDENT: Oh, thank goodness.
map_0111#28		I don't know how to handle this situation. Hey-- maybe you could help me?
map_0111#29		What I'm going to say, isn't... technically legal.
map_0111#30		But given the situation with Devon, maybe we can make an exception here.
map_0111#31		I'd like you to scope out that building and see if you can find some kind of old model of their Devon Scope, and bring it back to me.
map_0111#32		We should be able to create a hybrid scope with it.  That way both the company and the people will benefit!
map_0111#33		Of course, if you get caught, please don't mention you're affiliated with us!
map_0111#34		ATTENDANT: That's-- you actually got it?!
map_0111#35		Amazing...
