map_0000#1221		And not only that, but a Pinsir!
map_0000#1222		The two are fighting each other!
map_0000#1223		Perhaps they're after the honey on that tree!
map_0000#1224		Yet, they're locked in a fierce combat. These two Pokémon are ignoring us completely!
map_0000#1225		I would be surprised if there were any way a Trainer could get their attention long enough to even smack them with a Poké Ball!
map_0000#1226		But maybe there's some way to get them alone to capture them? 
map_0000#1227		We've traveled deep into the woods and we've found a hidden cave. 
map_0000#1228		What wonders might this cave hold for us!?
map_0000#1229		Oh, my! Ice crystals jut up from the floor to-and-fro, and in the middle-- look!
map_0000#1230		Icy mist rolls off that stone! 
map_0000#1231		Could it be emitting some special power? 
map_0000#1232		I can think of at least one species who would enjoy that!
map_0000#1233		We've been taking a peaceful stroll through the woods, following a lovely tune performed for us this evening.
map_0000#1234		What sort of Pokémon could be such a divine singer?  It must be so cute, and innocent!
map_0000#1235		We'll leave that question for you to answer, Trainers, because this is a Pokémon that doesn't appear to us walking around on the ground!
map_0000#1236		Perhaps the answer is in the trees, or the sky!
map_0000#1237		Today, we're searching for Pokémon around the Agate Circus and Route 2!
map_0000#1238		We're out on an early morning adventure to see what we can see on the peaks outside of Agate.
map_0000#1239		Oh! Look at that! It's a whole flock of Hawlucha!
map_0000#1240		These bizarre Pokémon seem to gravitate to this area in the mornings for their workout habits. Now we know!
map_0000#1241		We're here at the Agate Circus and we were VERY surprised.
map_0000#1242		We weren't promised a Pokémon as a prize, but it seems one snuck into the booth!
map_0000#1243		Much to the game operator's surprise! 
map_0000#1244		Well, he wanted to get rid of it, so we're now the proud new owners. 
map_0000#1245		Maybe you can luck out too!
map_0000#1246		So, here's a shout-out to and signal boost for a rather enigmatic man whom we just met.
map_0000#1247		Somewhere near the Circus, this man offers a deal-- find which Pokémon to trade him in return for his rather rare Vulpix!
map_0000#1248		Any interested Trainers should seek him out at once!
map_0000#1249		Today, we're looking for Pokémon in the greater Ametrine Mountain area!
map_0000#1250		We're traveling through Celestinine Mountain right now, and we've got a rare Pokémon in our sights! 
map_0000#1251		It appears to be training its strength using some of the boulders as punching bags! Impressive!
map_0000#1252		Perhaps it might come to respect one who can prove its better?
map_0000#1253		We've been diving deep beneath Ametrine Mountain in search of rare Water Pokémon, and boy have we found one...
map_0000#1254		Splashing about in crested pools deep below Ametrine Mountain-- would you believe it?
map_0000#1255		It's a Totodile!
map_0000#1256		Good luck catching the spirited little thing though, it weaves in and out of the water as easily as Ciel Featherstone swings in the skies!
map_0000#1257		Today we're taking an underwater exploration, where we received an anonymous tip that a certain Pokémon appears only on a certain day of the week!
map_0000#1258		...Unfortunately, we've had no luck finding the rare Lapras yet...
map_0000#1259		Is it because this hollow underground area is so big and vast? 
map_0000#1260		Or did we just get the day wrong...?
map_0000#1261		I could've sworn there was some historical precedent for it...
map_0000#1262		Well, we can't keep the equipment submerged for too long, so it looks like we'll be signing out of this one!
map_0000#1263		Today, we're looking for Pokémon around the Ametrine Mountain peak area!
map_0000#1264		Instead, we've heard a very concerning story!
map_0000#1265		Ametrine is famous for its snow-capped peaks and frigid temperatures, and few Pokémon are able to withstand it...
map_0000#1266		But according to one report, a foreign Pokémon has been abandoned among the icy peaks!
map_0000#1267		Will this Pokémon be okay?
map_0000#1268		Trainers in the area, keep a lookout for any defenseless Pokémon that may have been abandoned, and make sure to keep them safe!
map_0000#1269		We were passing by a large building in Ametrine City this evening and were surprised to discover something rare!
