map_0478#45		Do me this one favor.
map_0478#46		TITANIA: I'm done with your games.
map_0478#47		Let's go, \PN.
map_0478#48		TAKA: \PN.
map_0478#49		Please... 
map_0478#50		I'm begging you.
map_0478#51		Will you defeat me?
map_0478#52		TAKA: Right. Let's hurry.
map_0478#54		TAKA: Then, everything's gonna be just fine.
map_0478#55		Let me heal your team.
map_0478#56		It's the least I can do.
map_0478#57		TAKA: You should get outta here quickly.
map_0478#58		I get the feeling your friend's gonna need you.
map_0478#59		TAKA: ...I see...
map_0478#60		I guess I really am the odd one out when it comes to these sorts of things, 
map_0478#61		Trying to show mercy and all that...
map_0478#62		But hey.
map_0478#63		If skinning the black sheep makes you happy, whatever.
map_0478#64		ACE: Well, hello there, little darlings!
map_0478#65		ACE: Little prince, I understand you have something for us!
map_0478#66		TAKA: Uh... About that.
map_0478#67		ACE: Hmmmm?
map_0478#68		TAKA: I had the Bracelets for a bit, but...
map_0478#69		ACE: Seeing as \PN is here, I can pretty much guess what happened!
map_0478#70		I, for one, see no need to keep the audience waiting!
map_0478#71		ACE: Let us see if we can't magic those Sapphire Bracelets away from \PN by the count of three!
map_0478#72	Ace of Spades	You don't have them, do you?
map_0478#73		ACE: Little prince, what's going on here?
map_0478#74		\PN doesn't have the Bracelets anyway.
map_0478#75		I've done enough sleights of hand that I can tell that, plain as day.
map_0478#76		TAKA: They were, uh, taken.
map_0478#77		By someone else.
map_0478#78		That Steel Leader.
map_0478#79		She held an Aegislash to my throat...
map_0478#80		ACE: Forgive me, little prince, but something's still not matching up here.
map_0478#81		It seems to me that your team is entirely unscathed, 
map_0478#82		And indeed, I look about, and I see no sign of a struggle.
map_0478#83		This place is exactly as sordid and disorderly as it is normally wont to be.
map_0478#84		Far be it for me to doubt the scion of the family, but I must wonder precisely what transpired here.
map_0478#85		ACE: ...I see.
map_0478#86		No matter.
map_0478#87		ACE: Deplorable.
map_0478#88		Then I understand I've bungled the timing on this trick.
map_0478#89		Surely by now, she's made whatever grand escape she wished to.
map_0478#90		No matter!
map_0478#91		1, 2, and...
map_0478#92		ACE: Poof!
map_0478#93		Thanks to the magic of digital communication, the mistake has been mollified!
map_0478#94		TAKA: ...Does a pager count as digital communication?
map_0478#95		ACE: Oh, come off it. 
map_0478#96		The service down here is as shoddy as it could be, so this was the most reliable way to signal off.
map_0478#97		The point is, the team outside was ready for a setback like this.
map_0478#98		They'll be tying up the loose ends in a neat little bow any moment!
map_0478#99		If you'd like to do something about it, best you run along, little hero~
map_0478#100		ACE: And now that we don't have an audience,
map_0478#101		Something is the matter with you, little prince.
map_0478#102		I need you to tell me what.
map_0478#103		Something else is the matter with you, little prince.
map_0478#104		I'd like it if you would tell me what.
map_0478#105		TAKA: Ace, I--
map_0478#106		I don't know what to do.
map_0478#107		ACE: Why don't you start by telling me exactly what it is that needs doing about?
map_0478#108		TAKA: I-- I don't know...
map_0478#109		If Father finds out--
map_0478#110		If she finds out...
map_0478#111		I-- I shouldn't say anything.
map_0478#112		Forget it.
map_0478#113		ACE: ...Little prince, might I remind you that one of my many magical talents includes mind-reading?
map_0478#114		TAKA: Oh, come on.
map_0478#115		ACE: No, no, and I'll demonstrate again for you~
map_0478#116		Right now, you're thinking...
map_0478#117		That you want to tell me everything, but you're not sure if you can.
map_0478#118		Including how you gave the others the Sapphire Bracelets freely,
map_0478#119		And asked \PN to fight you, but were refused,
map_0478#120		And fought \PN to hide it,
map_0478#121		Because you don't agree with your father's actions,
map_0478#122		But feel that you can't disappoint him,
map_0478#123		And worse--
map_0478#124		That someone is holding your back against the wall--
map_0478#125		Yes, I can see it clearly in your head!
map_0478#126		That is...
map_0478#127		Lin, isn't it?
map_0478#128		TAKA: Okay, you can't keep doing this...
map_0478#129		I'm not a kid anymore, Ace.
map_0478#130		ACE: Ah, but you'll always be the little prince to me~
map_0478#131		And you can't honestly tell me I'm wrong, can you?
map_0478#132		TAKA: ...
map_0478#133		They say I'm a liability.
map_0478#134		I guess I just proved them right.
map_0478#135		But Lin told me that if I failed one more time, she would make sure there wouldn't be a second.
map_0478#136		ACE: And yet, surely your father will not abide by someone threatening his only heir.
map_0478#137		TAKA: Sometimes I think it would be easier for him if I disappeared...
map_0478#138		ACE: To be plain, my dear, that's his problem, not yours.
map_0478#139		No, you of all people cannot be shooed off the stage.
