map_0519#46		Well, uh... Okay.
map_0519#47		Can you hear the voices?
map_0519#48		"Thank you", they command me to whisper, "For everything."
map_0519#49		<>- Grandview Avenue\n^ - Opal Bridge
map_0519#50		TESLA: Oh, are you on a stroll through the Opal Ward too?
map_0519#51		I'm here for some work and I decided it'd be fun to turn the experience into a mini vacation with my family!
map_0519#52		My family being my little girl, Amber.
map_0519#53		AMBER: I'm not little anymore... I'm twelve now, you don't have to baby me!
map_0519#54		I wish Dad was here...
map_0519#55		TESLA: Yes, your father would have a nice time for once if he wasn't so obsessed trying to cause trouble...
map_0519#56		That man... I don't know what I'm going to do with him.
map_0519#57		Oh, I'm so sorry to take up your time with all this nonsense!
map_0519#58		Let me treat you to something for all of that... Hm.... Let's see...
map_0519#59		TESLA: Ah-hah!
map_0519#60		The vendor down by Obsidia gave me an extra bit of cotton candy by mistake.
map_0519#61		Here, you can have it!
map_0519#62		TESLA: Please, have a wonderful rest of your day~!
map_0519#63		TESLA: You look like you've been traveling for ages, hun...
map_0519#64		You better make sure you're eating properly-- And hydrating as much as possible!
map_0519#65		Also getting enough sleep. It's good for your skin and mental health!
map_0519#66		And make sure you're taking your vitamins too--
map_0519#67		AMBER: Mom... Give it a rest. They didn't ask for your advice...
map_0519#68		TESLA: Oh, true! I'm so sorry! I can get carried away pretty easily...
map_0519#69		Please have a wonderful day!
map_0519#70		Hey there! Can I interest you in some ice cream?
map_0519#71		AMBER: ...
map_0519#72		Can I help you with something?
map_0519#73		TESLA: Amber, don't be rude!
map_0519#74		AMBER: I'm the rude one? This adult is the one talking to a child...
map_0519#75		TESLA: I'm sure they mean well.
map_0519#76		AMBER: Sure...
map_0519#77		Anyway, I'm Amber. I wanna go home.
map_0519#78		TESLA: But we just got here...
map_0519#79		AMBER: Yeah, but it's like... I don't know this place, y'know?
map_0519#80		I've never been this far from the resort. I dunno, I just wanna go home.
map_0519#81		TESLA: That's the fun about visiting somewhere new!
map_0519#82		You can explore and see the sights...
map_0519#83		Find foods you've never even heard of! The sky's the limit, dear!
map_0519#84		AMBER: I am pretty hungry... All I've had were Red Hots from that candy store.
map_0519#85		They were fine and all, but I want actual food.
map_0519#86		TESLA: Okay! We can go somewhere soon! Your choice, okay?
map_0519#87		AMBER: We passed this place that looked kinda good...
map_0519#88		I think it was called the "The Spyce" or something like that.
map_0519#89		TESLA: Let's have a nice meal there then. That sounds great.
map_0519#90		AMBER: Hm... Okay! That sounds nice... Thanks, Mom! 
map_0519#91		Oh, sorry but you can't come with. This is for me and my mom only.
map_0519#92		TESLA: Oh Amber... Please don't be so rude all the time.
map_0519#93		AMBER: Hey, I'm not rude to you! Most of the time...
map_0519#94		I just don't trust anyone else, that's all. Don't take it so personally.
map_0519#95		TESLA: Sigh...
map_0519#96		KIXUR: We're on a quest to build the perfect city!
map_0519#97		Always happy to help when I can, stranger.
map_0519#98		If we all do just a little bit of that here and there, maybe we'll find a world worth sticking around for yet.
map_0519#99		"Here lies inscribed the names of the many hands who helped to sculpt our city..."
map_0519#101		Tartar, Robert Lou, Luis C. Morales, Michael Manning, Hachilio (Busti), Dragon 116, Reni Donovan, Zumi, Anja Zajac, Leon Janßen, Yannik Thiele...
map_0519#102		Daan Karma, Simon Khoang, Franz Reimer, Nelio Alves, chranokil, Thamos Spanu, Jan, Paul Steinbrück, Peantus, Noir, Ramiru...
map_0519#103		Jacob, Dillon Holmes, Pascal P, Fullmoon, Layla K, Cameron Andrews, Marshall Mann, Will Dodge, Naoman Arif, Jakob Thaler, Thomas Landauer...
map_0519#104		Erikaru, Autumn, Daniel McCormick, Eric Therrien, Hoodless, Mey, Spencer Basinger, Sean, Nicky, Jim Knicker- Ace detective, Tom Hobbs...
map_0519#105		Gredler Andreas, Christian Casanova, Sardines, Shamish Sergey, lilbegestjake, Juan Hidalgo Arancibia, Casim Bahadar, Winter, CrossImpact...
map_0519#106		Joonas Kivi, Gabby, Hammertime, Elin Ölund Forsling, aspectoflife, Budew........, ChaosReaperPein, Addi Sanders...
map_0519#107		"Our eternal gratitude to everyone who helped ensure the success of our stalwart city, one brick by blistering brick"
map_0519#108		Candy, whomst'd'ven't, Vatelin, Geoffery Nelson, The Drunken Dragonite, Shadowstar, Noivy, AiedailEclipsed, isognio, aries, cakeofdoom...
map_0519#109		Jonatas, Matt Shephard, ssbCasper, Winter Erikson, Alistair, Alexandre Eira, Kouhai Xmas, TharTV, Leo, ogur0007, Friz, Ama, Zarc, OutsideIndoorsman...
map_0519#110		cybershell12, Wossad, herbuhduhflergen, 2moe4this, Sir Isaac, DiLimiter, Elkhen, The Bells Toll, Aal, steelpenguins, RockInTheDark, keyblade336...
map_0519#111		Kero Kanyo, Zargerth, It's Still Magicarp Inside, Hark, Awbawlisk, Jompa, Jay Taylor, Red Tyranitar, Pietvergiet, Sparkle, Nakoles, shteve, ridiculous...
map_0519#112		Nisa Bernal, riceinabowl, Elite Four Daniel, Ninjaneois, Imperial, Zanshouken, Magraga, Semiramis, Masked Aura, Reignited'Light, Tacos&Flowers...
map_0519#113		Joshuar_00, punkeev softpaws steffi, EdgarHasFreed...
map_0519#114		Ross_Andrews, GS Ball, Syglory, About 42 Bears, Default Devers, Blaze_Lumini, Sham (Wilson), RocketRiddle, SkabbtheHunter109, Dasuper11...
map_0519#115		Smk, Potwom, McZ, Tempest, Nadrel, BLaZn, Andrew Parekh, Mastercatcher00X, ProjectIceman, Kevin Silva, Lucent Flash, andracass, BIGJRA...
map_0519#116		Arcin, Launce, Dark_Absol, cielDiVine, E.L.Y, Valerie, Mimon Hamed Mohamed, Posty, RubyRed, chaoticangel97, Kirixah, Trevore, Aldrich Faithful...
map_0519#117		Apostolos Palavras, Winter Angel, MarsupialJr, jaden852, BigShotJoe, JapaneseWallpaper, Azery, TU84, Ghost141, Foster Davis, Mayflower896...
map_0519#118		AyTales, Ceratisa, Zorekky, Ryan Stiles, Zeroyue, advesha, ToDie, Yumi_uwu, Lily Awaka, Kevin O'Keeffe, Bryan Barlitt, Pyroclast, Colette...
